id,search,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,advertised_asin_units,advertised_asin_sales,advertised_brand_units,advertised_brand_sales
1,1,7/28/19,491,1,0.002037,1.88,1.88,NULL,0,0,0,0,0,0,0,0,0
2,1,8/1/19,329,1,0.00304,1.84,1.84,0.080174,0.1247,22.95,1,1,1,1,22.95,0,0
5,1,8/2/19,394,1,0.002538,2.07,2.07,NULL,0,0,0,0,0,0,0,0,0
6,1,8/3/19,216,2,0.009259,2.05,4.1,0.184022,0.0543,22.28,2,2,1,2,22.28,0,0
7,7,8/1/19,26,2,0.076923,2.13,4.25,0.220321,0.0454,19.29,1,1,0.5,1,19.29,0,0
8,7,8/3/19,19,1,0.052632,0.75,0.75,NULL,0,0,0,0,0,0,0,0,0
9,9,7/28/19,1,1,1,1.59,1.59,NULL,0,0,0,0,0,0,0,0,0
10,10,8/1/19,4,1,0.25,1.2,1.2,NULL,0,0,0,0,0,0,0,0,0
11,11,7/28/19,118,2,0.016949,1.4,2.79,0.193885,0.0516,14.39,1,1,0.5,1,14.39,0,0
12,11,8/2/19,117,1,0.008547,1.02,1.02,NULL,0,0,0,0,0,0,0,0,0
13,13,8/2/19,9,1,0.111111,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
14,14,8/2/19,10,1,0.1,1.78,1.78,NULL,0,0,0,0,0,0,0,0,0
15,15,8/1/19,12,1,0.083333,2.09,2.09,NULL,0,0,0,0,0,0,0,0,0
16,16,8/1/19,15,1,0.066667,0.74,0.74,NULL,0,0,0,0,0,0,0,0,0
17,17,7/28/19,16,1,0.0625,1.73,1.73,0.655303,0.0153,2.64,1,1,1,1,2.64,0,0
18,18,7/28/19,6,1,0.166667,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
19,19,8/3/19,7,1,0.142857,1.71,1.71,NULL,0,0,0,0,0,0,0,0,0
20,20,7/28/19,1,1,1,0.59,0.59,NULL,0,0,0,0,0,0,0,0,0
21,21,7/29/19,5,1,0.2,0.58,0.58,NULL,0,0,0,0,0,0,0,0,0
22,21,8/3/19,9,1,0.111111,0.92,0.92,NULL,0,0,0,0,0,0,0,0,0
23,23,8/1/19,64,2,0.03125,1.74,3.47,1.31439,0.0076,2.64,1,1,0.5,1,2.64,0,0
24,24,8/3/19,1,1,1,1.64,1.64,0.621212,0.0161,2.64,1,1,1,1,2.64,0,0
25,25,8/2/19,20,2,0.1,2.19,4.38,NULL,0,0,0,0,0,0,0,0,0
26,26,8/3/19,40,1,0.025,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
27,27,8/2/19,8,1,0.125,0.6,0.6,NULL,0,0,0,0,0,0,0,0,0
28,28,7/28/19,7,2,0.285714,1.63,3.26,NULL,0,0,0,0,0,0,0,0,0
29,28,8/2/19,5,1,0.2,1.68,1.68,NULL,0,0,0,0,0,0,0,0,0
30,30,8/3/19,95,1,0.010526,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
31,31,7/28/19,6,1,0.166667,2.15,2.15,NULL,0,0,0,0,0,0,0,0,0
32,32,8/2/19,133,1,0.007519,1.68,1.68,NULL,0,0,0,0,0,0,0,0,0
33,33,8/1/19,723,1,0.001383,2.54,2.54,NULL,0,0,0,0,0,0,0,0,0
34,33,8/3/19,584,1,0.001712,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
35,35,7/28/19,1,1,1,2.61,2.61,NULL,0,0,0,0,0,0,0,0,0
36,36,8/2/19,10,1,0.1,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
37,37,8/3/19,180,1,0.005556,0.86,0.86,NULL,0,0,0,0,0,0,0,0,0
38,38,7/28/19,34,1,0.029412,1.7,1.7,NULL,0,0,0,0,0,0,0,0,0
39,39,8/2/19,2,1,0.5,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
40,40,8/2/19,4,1,0.25,0.81,0.81,NULL,0,0,0,0,0,0,0,0,0
41,41,8/2/19,55,1,0.018182,2.38,2.38,NULL,0,0,0,0,0,0,0,0,0
42,42,7/28/19,30,1,0.033333,1.22,1.22,NULL,0,0,0,0,0,0,0,0,0
43,43,8/2/19,130,1,0.007692,1.22,1.22,NULL,0,0,0,0,0,0,0,0,0
44,44,7/28/19,4,1,0.25,1.51,1.51,NULL,0,0,0,0,0,0,0,0,0
45,45,8/3/19,15,1,0.066667,0.35,0.35,NULL,0,0,0,0,0,0,0,0,0
46,46,8/3/19,156,1,0.00641,1.67,1.67,NULL,0,0,0,0,0,0,0,0,0
47,47,8/2/19,3,1,0.333333,1.71,1.71,NULL,0,0,0,0,0,0,0,0,0
48,48,8/2/19,13,1,0.076923,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
49,49,8/1/19,9,1,0.111111,1.01,1.01,NULL,0,0,0,0,0,0,0,0,0
50,50,8/3/19,33,1,0.030303,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
51,51,8/1/19,3,1,0.333333,1.56,1.56,0.590909,0.0169,2.64,1,1,1,1,2.64,0,0
52,52,8/1/19,19,1,0.052632,0.58,0.58,NULL,0,0,0,0,0,0,0,0,0
53,53,8/2/19,18,1,0.055556,1.24,1.24,NULL,0,0,0,0,0,0,0,0,0
54,54,7/28/19,538,1,0.001859,1.74,1.74,0.090202,0.1109,19.29,1,1,1,1,19.29,0,0
55,54,8/1/19,790,1,0.001266,1.62,1.62,NULL,0,0,0,0,0,0,0,0,0
56,54,8/2/19,524,1,0.001908,1.18,1.18,NULL,0,0,0,0,0,0,0,0,0
57,57,7/29/19,5,1,0.2,1.47,1.47,NULL,0,0,0,0,0,0,0,0,0
58,58,8/1/19,98,1,0.010204,1.6,1.6,NULL,0,0,0,0,0,0,0,0,0
59,59,8/1/19,48,1,0.020833,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
60,60,8/1/19,284,1,0.003521,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
61,61,8/2/19,25,1,0.04,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
62,62,7/28/19,12,1,0.083333,1.73,1.73,0.218434,0.0458,7.92,1,3,1,3,7.92,0,0
63,62,8/3/19,15,1,0.066667,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
64,64,8/3/19,3,1,0.333333,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
65,65,8/1/19,1,1,1,0.69,0.69,NULL,0,0,0,0,0,0,0,0,0
66,66,8/3/19,123,1,0.00813,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
67,67,7/28/19,4,1,0.25,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
68,68,7/28/19,2,1,0.5,1.11,1.11,NULL,0,0,0,0,0,0,0,0,0
69,69,8/2/19,13,1,0.076923,2.46,2.46,NULL,0,0,0,0,0,0,0,0,0
70,70,8/2/19,1,1,1,0.08,0.08,NULL,0,0,0,0,0,0,0,0,0
71,71,8/2/19,3,1,0.333333,1.53,1.53,NULL,0,0,0,0,0,0,0,0,0
72,72,7/28/19,48,1,0.020833,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
73,73,8/3/19,65,1,0.015385,1.67,1.67,0.210859,0.0474,7.92,1,3,1,3,7.92,0,0
74,74,8/3/19,1,1,1,1.58,1.58,NULL,0,0,0,0,0,0,0,0,0
75,75,8/1/19,4,1,0.25,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
76,76,8/1/19,80,1,0.0125,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
77,77,8/2/19,50,1,0.02,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
78,78,8/1/19,39,1,0.025641,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
79,79,8/2/19,6,2,0.333333,0.69,1.38,NULL,0,0,0,0,0,0,0,0,0
80,80,8/1/19,33,2,0.060606,1.95,3.9,NULL,0,0,0,0,0,0,0,0,0
81,81,7/29/19,8,1,0.125,1.77,1.77,0.335227,0.0298,5.28,1,2,1,2,5.28,0,0
82,82,8/2/19,1,1,1,1.6,1.6,NULL,0,0,0,0,0,0,0,0,0
83,83,8/2/19,4,1,0.25,1.68,1.68,NULL,0,0,0,0,0,0,0,0,0
84,84,8/2/19,5,1,0.2,1.75,1.75,0.488827,0.0205,3.58,1,1,1,0,0,1,3.58
85,85,7/28/19,13,2,0.153846,1.54,3.08,1.16667,0.0086,2.64,1,1,0.5,1,2.64,0,0
86,86,8/1/19,9,1,0.111111,1.63,1.63,NULL,0,0,0,0,0,0,0,0,0
87,87,8/1/19,1,1,1,0.02,0.02,NULL,0,0,0,0,0,0,0,0,0
88,88,7/28/19,3,1,0.333333,1.71,1.71,NULL,0,0,0,0,0,0,0,0,0
89,89,8/2/19,3,1,0.333333,0.82,0.82,NULL,0,0,0,0,0,0,0,0,0
90,90,8/1/19,14,1,0.071429,0.33,0.33,NULL,0,0,0,0,0,0,0,0,0
91,90,8/3/19,5,1,0.2,0.49,0.49,NULL,0,0,0,0,0,0,0,0,0
92,92,8/3/19,2,1,0.5,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
93,93,7/28/19,110,1,0.009091,1.77,1.77,NULL,0,0,0,0,0,0,0,0,0
94,94,7/28/19,1,1,1,1.37,1.37,0.518939,0.0193,2.64,1,1,1,1,2.64,0,0
95,95,7/28/19,9,1,0.111111,2.2,2.2,NULL,0,0,0,0,0,0,0,0,0
96,96,8/3/19,9,1,0.111111,1.65,1.65,NULL,0,0,0,0,0,0,0,0,0
97,97,7/28/19,9,1,0.111111,0.02,0.02,NULL,0,0,0,0,0,0,0,0,0
98,98,7/28/19,41,2,0.04878,0.52,1.04,NULL,0,0,0,0,0,0,0,0,0
99,99,8/1/19,8,1,0.125,1.45,1.45,NULL,0,0,0,0,0,0,0,0,0
100,100,8/1/19,9,1,0.111111,0.63,0.63,0.238636,0.0419,2.64,1,1,1,1,2.64,0,0
101,100,8/2/19,1,1,1,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
102,102,7/28/19,15,2,0.133333,1.69,3.37,0.941341,0.0106,3.58,1,1,0.5,0,0,1,3.58
103,103,8/1/19,6,1,0.166667,0.6,0.6,NULL,0,0,0,0,0,0,0,0,0
104,104,7/28/19,610,3,0.004918,1.03,3.08,0.583333,0.0171,5.28,1,2,0.333333,2,5.28,0,0
105,104,8/1/19,1708,5,0.002927,0.95,4.75,0.246242,0.0406,19.29,1,1,0.2,1,19.29,0,0
106,104,8/2/19,656,3,0.004573,1.03,3.09,NULL,0,0,0,0,0,0,0,0,0
107,104,8/3/19,614,2,0.003257,1.08,2.16,NULL,0,0,0,0,0,0,0,0,0
108,108,7/28/19,56,2,0.035714,0.89,1.77,0.223485,0.0447,7.92,2,3,1,3,7.92,0,0
109,109,8/1/19,297,1,0.003367,3.13,3.13,NULL,0,0,0,0,0,0,0,0,0
110,110,8/1/19,36,2,0.055556,1.18,2.36,NULL,0,0,0,0,0,0,0,0,0
111,111,8/1/19,341,1,0.002933,1.05,1.05,NULL,0,0,0,0,0,0,0,0,0
112,111,8/3/19,157,1,0.006369,1.44,1.44,NULL,0,0,0,0,0,0,0,0,0
113,113,8/1/19,26,1,0.038462,0.46,0.46,0.174242,0.0574,2.64,1,1,1,1,2.64,0,0
114,114,8/1/19,157,1,0.006369,1.44,1.44,NULL,0,0,0,0,0,0,0,0,0
115,115,8/1/19,30,1,0.033333,1.52,1.52,NULL,0,0,0,0,0,0,0,0,0
116,116,7/28/19,80,6,0.075,0.91,5.45,0.368991,0.0271,14.77,3,3,0.5,2,5.28,1,9.49
117,116,7/29/19,23,1,0.043478,0.68,0.68,0.128788,0.0776,5.28,1,2,1,2,5.28,0,0
118,116,8/1/19,98,3,0.030612,0.85,2.56,0.323232,0.0309,7.92,1,3,0.333333,3,7.92,0,0
119,119,8/2/19,2,1,0.5,0.45,0.45,0.170455,0.0587,2.64,1,1,1,1,2.64,0,0
120,120,7/29/19,4,1,0.25,0.33,0.33,NULL,0,0,0,0,0,0,0,0,0
121,121,8/1/19,9,1,0.111111,1.01,1.01,NULL,0,0,0,0,0,0,0,0,0
122,122,7/28/19,23,1,0.043478,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
123,123,7/28/19,4,1,0.25,0.61,0.61,NULL,0,0,0,0,0,0,0,0,0
124,124,8/2/19,2,1,0.5,0.92,0.92,NULL,0,0,0,0,0,0,0,0,0
125,125,8/3/19,17,1,0.058824,1.17,1.17,NULL,0,0,0,0,0,0,0,0,0
126,126,8/3/19,7,1,0.142857,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
127,127,8/1/19,4,1,0.25,1.22,1.22,NULL,0,0,0,0,0,0,0,0,0
128,128,8/1/19,8,1,0.125,0.4,0.4,NULL,0,0,0,0,0,0,0,0,0
129,129,7/28/19,5,1,0.2,1.51,1.51,0.285985,0.035,5.28,1,2,1,2,5.28,0,0
130,130,8/2/19,1,1,1,1.24,1.24,0.469697,0.0213,2.64,1,1,1,1,2.64,0,0
131,131,7/28/19,500,1,0.002,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
132,131,7/29/19,13,1,0.076923,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
133,133,8/3/19,66,1,0.015152,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
134,134,7/28/19,8,1,0.125,1.25,1.25,NULL,0,0,0,0,0,0,0,0,0
135,135,8/1/19,2,1,0.5,0.81,0.81,0.011517,0.8683,70.33,4,6,4,2,33.68,4,36.65
136,136,8/2/19,22,1,0.045455,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
137,137,7/28/19,6,1,0.166667,3.18,3.18,NULL,0,0,0,0,0,0,0,0,0
138,138,7/28/19,6,1,0.166667,3.29,3.29,NULL,0,0,0,0,0,0,0,0,0
139,139,8/3/19,4,1,0.25,2.23,2.23,0.311453,0.0321,7.16,1,2,1,0,0,2,7.16
140,140,8/3/19,2,1,0.5,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
141,141,8/2/19,1,1,1,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
142,142,8/3/19,4,1,0.25,1.12,1.12,NULL,0,0,0,0,0,0,0,0,0
143,143,8/2/19,2,1,0.5,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
144,144,7/29/19,2,1,0.5,2.49,2.49,NULL,0,0,0,0,0,0,0,0,0
145,145,8/3/19,80,1,0.0125,2.42,2.42,NULL,0,0,0,0,0,0,0,0,0
146,146,7/28/19,1,1,1,1.59,1.59,NULL,0,0,0,0,0,0,0,0,0
147,147,8/1/19,3,1,0.333333,1.05,1.05,NULL,0,0,0,0,0,0,0,0,0
148,148,7/28/19,96,1,0.010417,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
149,148,8/3/19,6,1,0.166667,1.43,1.43,NULL,0,0,0,0,0,0,0,0,0
150,150,8/2/19,29,1,0.034483,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
151,151,8/1/19,6,1,0.166667,1.67,1.67,NULL,0,0,0,0,0,0,0,0,0
152,152,7/28/19,338,1,0.002959,1.05,1.05,NULL,0,0,0,0,0,0,0,0,0
153,153,8/3/19,1,1,1,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
154,154,7/28/19,4,1,0.25,1.55,1.55,NULL,0,0,0,0,0,0,0,0,0
155,154,8/2/19,6,1,0.166667,1.8,1.8,NULL,0,0,0,0,0,0,0,0,0
156,156,8/2/19,1,1,1,1.69,1.69,0.178082,0.0562,9.49,1,1,1,0,0,1,9.49
157,157,8/3/19,11,1,0.090909,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
158,158,8/3/19,1,1,1,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
159,159,7/28/19,1,1,1,1.62,1.62,NULL,0,0,0,0,0,0,0,0,0
160,160,7/28/19,56,1,0.017857,1.93,1.93,NULL,0,0,0,0,0,0,0,0,0
161,160,8/1/19,81,1,0.012346,1.94,1.94,NULL,0,0,0,0,0,0,0,0,0
162,162,8/3/19,56,1,0.017857,1.29,1.29,NULL,0,0,0,0,0,0,0,0,0
163,163,8/3/19,283,1,0.003534,1.39,1.39,NULL,0,0,0,0,0,0,0,0,0
164,164,8/3/19,104,1,0.009615,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
165,165,8/3/19,182,1,0.005495,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
166,166,8/2/19,8,1,0.125,2.29,2.29,NULL,0,0,0,0,0,0,0,0,0
167,167,7/28/19,16,1,0.0625,1.94,1.94,NULL,0,0,0,0,0,0,0,0,0
168,168,8/3/19,2,1,0.5,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
169,169,8/3/19,2,1,0.5,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
170,170,8/3/19,3,1,0.333333,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
171,171,8/3/19,119,1,0.008403,1.26,1.26,NULL,0,0,0,0,0,0,0,0,0
172,172,8/2/19,436,1,0.002294,2.95,2.95,NULL,0,0,0,0,0,0,0,0,0
173,173,8/3/19,7,1,0.142857,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
174,174,7/28/19,54,1,0.018519,1.23,1.23,0.433099,0.0231,2.84,1,1,1,1,2.84,0,0
175,175,8/1/19,1,1,1,2.03,2.03,0.220413,0.0454,9.21,1,1,1,0,0,1,9.21
176,176,8/2/19,1,1,1,2.61,2.61,0.275026,0.0364,9.49,1,1,1,1,9.49,0,0
177,177,8/3/19,1,1,1,1.9,1.9,NULL,0,0,0,0,0,0,0,0,0
178,178,8/2/19,3,1,0.333333,2.2,2.2,0.231823,0.0431,9.49,1,1,1,1,9.49,0,0
179,179,8/2/19,11,1,0.090909,0.8,0.8,NULL,0,0,0,0,0,0,0,0,0
180,179,8/3/19,4,1,0.25,1.26,1.26,0.332454,0.0301,3.79,1,1,1,1,3.79,0,0
181,181,8/3/19,1,1,1,2.25,2.25,0.593668,0.0168,3.79,1,1,1,1,3.79,0,0
182,182,8/3/19,6,1,0.166667,2.51,2.51,NULL,0,0,0,0,0,0,0,0,0
183,183,8/3/19,1,1,1,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
184,184,8/1/19,6,1,0.166667,3.15,3.15,NULL,0,0,0,0,0,0,0,0,0
185,185,8/3/19,3,1,0.333333,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
186,186,7/28/19,94,1,0.010638,3.82,3.82,NULL,0,0,0,0,0,0,0,0,0
187,187,8/3/19,5,1,0.2,1.13,1.13,NULL,0,0,0,0,0,0,0,0,0
188,188,7/28/19,3,1,0.333333,3.25,3.25,0.136097,0.0735,23.88,2,2,2,1,9.49,1,14.39
189,189,8/3/19,1,1,1,2.73,2.73,NULL,0,0,0,0,0,0,0,0,0
190,190,8/1/19,1,1,1,1.85,1.85,NULL,0,0,0,0,0,0,0,0,0
191,190,8/3/19,2,1,0.5,3.9,3.9,NULL,0,0,0,0,0,0,0,0,0
192,192,8/2/19,81,1,0.012346,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
193,193,8/1/19,2,1,0.5,2.87,2.87,NULL,0,0,0,0,0,0,0,0,0
194,194,8/1/19,38,1,0.026316,1.05,1.05,0.047945,0.2086,21.9,1,3,1,0,0,3,21.9
195,195,7/28/19,4,1,0.25,0.66,0.66,0.013142,0.7609,50.22,1,2,1,2,50.22,0,0
196,195,8/2/19,9,1,0.111111,0.8,0.8,0.035987,0.2779,22.23,1,1,1,1,22.23,0,0
197,195,8/3/19,11,3,0.272727,0.45,1.36,0.020302,0.4926,66.99,3,3,1,3,66.99,0,0
198,198,8/3/19,1,1,1,0.22,0.22,NULL,0,0,0,0,0,0,0,0,0
199,199,8/1/19,34,1,0.029412,0.51,0.51,0.020311,0.4924,25.11,1,1,1,1,25.11,0,0
200,200,7/28/19,28,1,0.035714,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
201,201,8/1/19,1,1,1,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
202,202,8/2/19,2,1,0.5,1.13,1.13,NULL,0,0,0,0,0,0,0,0,0
203,203,8/3/19,2,1,0.5,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
204,204,8/1/19,4,1,0.25,1.17,1.17,NULL,0,0,0,0,0,0,0,0,0
205,205,8/2/19,6,1,0.166667,1.44,1.44,NULL,0,0,0,0,0,0,0,0,0
206,206,8/1/19,1,1,1,1.13,1.13,NULL,0,0,0,0,0,0,0,0,0
207,207,8/3/19,8,1,0.125,0.74,0.74,NULL,0,0,0,0,0,0,0,0,0
208,208,7/28/19,162,1,0.006173,1.95,1.95,NULL,0,0,0,0,0,0,0,0,0
209,209,8/2/19,38,1,0.026316,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
210,210,8/2/19,26,1,0.038462,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
211,211,8/1/19,109,1,0.009174,1.64,1.64,NULL,0,0,0,0,0,0,0,0,0
212,212,8/3/19,3,1,0.333333,1.7,1.7,NULL,0,0,0,0,0,0,0,0,0
213,213,8/1/19,43,1,0.023256,1.26,1.26,NULL,0,0,0,0,0,0,0,0,0
214,214,8/2/19,92,2,0.021739,1.38,2.76,NULL,0,0,0,0,0,0,0,0,0
215,215,7/29/19,7,1,0.142857,1.21,1.21,0.173352,0.0577,6.98,1,1,1,1,6.98,0,0
216,215,8/1/19,22,1,0.045455,0.81,0.81,NULL,0,0,0,0,0,0,0,0,0
217,217,8/1/19,21,1,0.047619,2.34,2.34,0.142077,0.0704,16.47,2,2,2,1,6.98,1,9.49
218,218,8/2/19,1,1,1,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
219,219,8/3/19,14,1,0.071429,1.76,1.76,NULL,0,0,0,0,0,0,0,0,0
220,220,8/3/19,4,1,0.25,0.79,0.79,0.083246,0.1201,9.49,1,1,1,1,9.49,0,0
221,221,8/3/19,4,1,0.25,3.51,3.51,NULL,0,0,0,0,0,0,0,0,0
222,222,7/28/19,2,1,0.5,2.79,2.79,0.982394,0.0102,2.84,1,1,1,1,2.84,0,0
223,223,7/28/19,6,2,0.333333,0.74,1.48,0.120032,0.0833,12.33,2,2,1,2,12.33,0,0
224,224,8/1/19,4,1,0.25,1.41,1.41,0.148577,0.0673,9.49,1,1,1,1,9.49,0,0
225,225,8/3/19,7,1,0.142857,2.23,2.23,0.234984,0.0426,9.49,1,1,1,1,9.49,0,0
226,226,8/3/19,4,1,0.25,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
227,227,8/2/19,2,1,0.5,0.7,0.7,NULL,0,0,0,0,0,0,0,0,0
228,228,8/2/19,13,1,0.076923,2.04,2.04,0.214963,0.0465,9.49,1,1,1,1,9.49,0,0
229,228,8/3/19,4,1,0.25,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
230,230,7/28/19,1,1,1,0.97,0.97,NULL,0,0,0,0,0,0,0,0,0
231,231,8/1/19,6,1,0.166667,2.46,2.46,NULL,0,0,0,0,0,0,0,0,0
232,232,7/28/19,669,4,0.005979,2.68,10.71,NULL,0,0,0,0,0,0,0,0,0
233,232,8/1/19,1531,7,0.004572,2.57,17.98,1.18602,0.0084,15.16,4,4,0.571429,4,15.16,0,0
234,232,8/2/19,2144,11,0.005131,2.03,22.36,1.13445,0.0088,19.71,4,4,0.363636,3,17.07,1,2.64
235,232,8/3/19,1172,7,0.005973,2.3,16.07,0.529489,0.0189,30.35,6,6,0.857143,6,30.35,0,0
236,236,7/28/19,9,1,0.111111,0.87,0.87,0.306338,0.0326,2.84,1,1,1,1,2.84,0,0
237,236,8/1/19,162,1,0.006173,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
238,238,8/3/19,1,1,1,1.49,1.49,NULL,0,0,0,0,0,0,0,0,0
239,239,8/1/19,307,1,0.003257,2.07,2.07,NULL,0,0,0,0,0,0,0,0,0
240,240,8/1/19,4,1,0.25,2.05,2.05,NULL,0,0,0,0,0,0,0,0,0
241,241,8/1/19,1,1,1,2.61,2.61,0.275026,0.0364,9.49,1,1,1,1,9.49,0,0
242,242,8/1/19,12,1,0.083333,1.29,1.29,NULL,0,0,0,0,0,0,0,0,0
243,243,8/1/19,156,1,0.00641,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
244,244,8/1/19,397,2,0.005038,4.47,8.94,0.471022,0.0212,18.98,1,2,0.5,2,18.98,0,0
245,244,8/2/19,1052,6,0.005703,3.97,23.79,2.50685,0.004,9.49,1,1,0.166667,1,9.49,0,0
246,244,8/3/19,412,1,0.002427,5.32,5.32,NULL,0,0,0,0,0,0,0,0,0
247,247,8/3/19,8,1,0.125,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
248,248,8/3/19,39,2,0.051282,0.36,0.72,0.189974,0.0526,3.79,1,1,0.5,1,3.79,0,0
249,249,8/2/19,9,1,0.111111,0.42,0.42,0.036585,0.2733,11.48,1,2,1,0,0,2,11.48
250,249,8/3/19,11,1,0.090909,1.59,1.59,0.167545,0.0597,9.49,1,1,1,1,9.49,0,0
251,251,8/3/19,3,1,0.333333,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
252,252,8/2/19,11,1,0.090909,3.16,3.16,NULL,0,0,0,0,0,0,0,0,0
253,253,7/28/19,21,1,0.047619,1.99,1.99,0.209694,0.0477,9.49,1,1,1,1,9.49,0,0
254,254,8/2/19,77,1,0.012987,3.47,3.47,NULL,0,0,0,0,0,0,0,0,0
255,254,8/3/19,84,1,0.011905,3.05,3.05,NULL,0,0,0,0,0,0,0,0,0
256,256,8/3/19,51,2,0.039216,2.42,4.83,0.184916,0.0541,26.12,2,2,1,1,3.79,1,22.33
257,257,8/2/19,12,1,0.083333,1.42,1.42,NULL,0,0,0,0,0,0,0,0,0
258,258,8/2/19,29,1,0.034483,1.29,1.29,0.135933,0.0736,9.49,1,1,1,1,9.49,0,0
259,259,8/2/19,8,1,0.125,2.28,2.28,NULL,0,0,0,0,0,0,0,0,0
260,260,8/1/19,71,2,0.028169,0.29,0.58,NULL,0,0,0,0,0,0,0,0,0
261,260,8/2/19,11,2,0.181818,0.4,0.79,0.020811,0.4805,37.96,1,4,0.5,4,37.96,0,0
262,260,8/3/19,28,5,0.178571,0.32,1.58,0.041623,0.2403,37.96,2,4,0.4,4,37.96,0,0
263,263,7/30/19,4,2,0.5,0.9,1.79,NULL,0,0,0,0,0,0,0,0,0
264,264,8/1/19,5,1,0.2,0.56,0.56,NULL,0,0,0,0,0,0,0,0,0
265,265,7/28/19,1,1,1,0.83,0.83,NULL,0,0,0,0,0,0,0,0,0
266,266,7/28/19,4,1,0.25,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
267,267,8/2/19,5,1,0.2,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
268,268,8/3/19,1,1,1,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
269,269,7/30/19,25,1,0.04,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
270,270,8/1/19,14,1,0.071429,1.59,1.59,0.097906,0.1021,16.24,1,1,1,1,16.24,0,0
271,271,7/28/19,1,1,1,0.49,0.49,NULL,0,0,0,0,0,0,0,0,0
272,272,7/30/19,7,1,0.142857,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
273,273,8/3/19,5,1,0.2,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
274,274,7/30/19,1,1,1,1.53,1.53,NULL,0,0,0,0,0,0,0,0,0
275,275,8/3/19,2,1,0.5,0.72,0.72,NULL,0,0,0,0,0,0,0,0,0
276,276,8/1/19,7,1,0.142857,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
277,277,7/30/19,29,1,0.034483,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
