id,search,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,advertised_asin_units,advertised_asin_sales,advertised_brand_units,advertised_brand_sales
24685,14581,1/20/20,19,1,0.052632,0.71,0.71,NULL,0,0,0,0,0,0,0,0,0
24686,11595,1/23/20,30,1,0.033333,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
24687,11595,1/25/20,35,1,0.028571,0.54,0.54,NULL,0,0,0,0,0,0,0,0,0
24688,14582,1/19/20,1,1,1,0.55,0.55,0.069009,0.1449,7.97,1,1,1,1,7.97,0,0
24689,24690,1/22/20,1,1,1,0.93,0.93,NULL,0,0,0,0,0,0,0,0,0
24690,24691,1/24/20,2,1,0.5,0.8,0.8,NULL,0,0,0,0,0,0,0,0,0
24691,24692,1/22/20,1,1,1,0.37,0.37,NULL,0,0,0,0,0,0,0,0,0
24692,22204,1/24/20,29,1,0.034483,0.93,0.93,NULL,0,0,0,0,0,0,0,0,0
24693,24694,1/21/20,226,1,0.004425,0.88,0.88,NULL,0,0,0,0,0,0,0,0,0
24694,11597,1/21/20,83,1,0.012048,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
24695,24696,1/24/20,1,1,1,0.42,0.42,NULL,0,0,0,0,0,0,0,0,0
24696,12472,1/22/20,1,1,1,0.25,0.25,NULL,0,0,0,0,0,0,0,0,0
24697,24698,1/23/20,133,1,0.007519,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
24698,24699,1/25/20,116,1,0.008621,2.48,2.48,0.311167,0.0321,7.97,1,1,1,1,7.97,0,0
24699,24700,1/19/20,46,1,0.021739,2.45,2.45,NULL,0,0,0,0,0,0,0,0,0
24700,13488,1/25/20,1,1,1,1.56,1.56,NULL,0,0,0,0,0,0,0,0,0
24701,24702,1/20/20,2,1,0.5,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
24702,13489,1/24/20,2,1,0.5,0.34,0.34,0.02133,0.4688,15.94,1,2,1,2,15.94,0,0
24703,24704,1/19/20,2,1,0.5,1.68,1.68,NULL,0,0,0,0,0,0,0,0,0
24704,24705,1/20/20,1,1,1,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
24705,15659,1/24/20,5,1,0.2,0.62,0.62,NULL,0,0,0,0,0,0,0,0,0
24706,15659,1/25/20,467,1,0.002141,0.79,0.79,NULL,0,0,0,0,0,0,0,0,0
24707,24708,1/20/20,1,1,1,0.6,0.6,NULL,0,0,0,0,0,0,0,0,0
24708,19128,1/20/20,1,1,1,0.6,0.6,0.166667,0.06,3.6,1,1,1,1,3.6,0,0
24709,20015,1/21/20,25,1,0.04,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
24710,24711,1/21/20,3,2,0.666667,0.62,1.24,NULL,0,0,0,0,0,0,0,0,0
24711,23276,1/19/20,974,1,0.001027,1.01,1.01,0.280556,0.0356,3.6,1,1,1,1,3.6,0,0
24712,23277,1/20/20,1064,5,0.004699,0.93,4.67,1.29722,0.0077,3.6,1,1,0.2,1,3.6,0,0
24713,23277,1/21/20,2199,5,0.002274,0.94,4.68,0.433333,0.0231,10.8,3,3,0.6,3,10.8,0,0
24714,24715,1/23/20,13,1,0.076923,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
24715,16629,1/24/20,5,1,0.2,1.61,1.61,NULL,0,0,0,0,0,0,0,0,0
24716,24717,1/20/20,1,1,1,1.93,1.93,NULL,0,0,0,0,0,0,0,0,0
24717,20019,1/21/20,52,1,0.019231,1.28,1.28,NULL,0,0,0,0,0,0,0,0,0
24718,23283,1/21/20,1,1,1,1.36,1.36,NULL,0,0,0,0,0,0,0,0,0
24719,11611,1/19/20,11,1,0.090909,1.16,1.16,NULL,0,0,0,0,0,0,0,0,0
24720,11611,1/22/20,20,1,0.05,1.07,1.07,0.297222,0.0336,3.6,1,1,1,1,3.6,0,0
24721,11611,1/23/20,9,1,0.111111,2.39,2.39,0.125922,0.0794,18.98,1,2,1,2,18.98,0,0
24722,11611,1/25/20,8,2,0.25,1.31,2.61,0.199389,0.0502,13.09,2,2,1,2,13.09,0,0
24723,24724,1/19/20,3,1,0.333333,1.3,1.3,NULL,0,0,0,0,0,0,0,0,0
24724,24725,1/24/20,1,1,1,0.96,0.96,NULL,0,0,0,0,0,0,0,0,0
24725,24726,1/23/20,3,1,0.333333,0.84,0.84,0.233333,0.0429,3.6,1,1,1,1,3.6,0,0
24726,24727,1/23/20,19,1,0.052632,0.89,0.89,0.093783,0.1066,9.49,1,1,1,1,9.49,0,0
24727,24728,1/21/20,1,1,1,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
24728,12524,1/19/20,1036,1,0.000965,1.43,1.43,NULL,0,0,0,0,0,0,0,0,0
24729,18379,1/21/20,195,1,0.005128,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
24730,24731,1/23/20,44,1,0.022727,1.3,1.3,NULL,0,0,0,0,0,0,0,0,0
24731,12526,1/25/20,636,2,0.003145,0.92,1.84,NULL,0,0,0,0,0,0,0,0,0
24732,24733,1/22/20,1,1,1,1.06,1.06,NULL,0,0,0,0,0,0,0,0,0
24733,24734,1/22/20,1,1,1,1.02,1.02,NULL,0,0,0,0,0,0,0,0,0
24734,24735,1/22/20,2,1,0.5,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
24735,24736,1/24/20,32,1,0.03125,1.42,1.42,NULL,0,0,0,0,0,0,0,0,0
24736,24737,1/22/20,96,1,0.010417,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
24737,24738,1/23/20,1391,1,0.000719,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
24738,24739,1/25/20,129,1,0.007752,1.43,1.43,NULL,0,0,0,0,0,0,0,0,0
24739,24740,1/22/20,5,1,0.2,1.14,1.14,0.120126,0.0832,9.49,1,1,1,1,9.49,0,0
24740,24741,1/24/20,297,1,0.003367,0.61,0.61,0.032139,0.3111,18.98,1,2,1,2,18.98,0,0
24741,24742,1/22/20,478,1,0.002092,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
24742,23289,1/19/20,864,3,0.003472,2.28,6.83,0.521772,0.0192,13.09,2,2,0.666667,2,13.09,0,0
24743,24744,1/19/20,190,1,0.005263,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
24744,24745,1/19/20,36,1,0.027778,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
24745,24746,1/24/20,5,1,0.2,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
24746,23293,1/21/20,77,1,0.012987,2.49,2.49,NULL,0,0,0,0,0,0,0,0,0
24747,23293,1/22/20,73,1,0.013699,1.9,1.9,NULL,0,0,0,0,0,0,0,0,0
24748,24749,1/21/20,1,1,1,7.93,7.93,NULL,0,0,0,0,0,0,0,0,0
24749,13559,1/23/20,1423,4,0.002811,7.36,29.44,NULL,0,0,0,0,0,0,0,0,0
24750,24751,1/21/20,25,1,0.04,1.25,1.25,NULL,0,0,0,0,0,0,0,0,0
24751,24752,1/19/20,87,1,0.011494,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
24752,19179,1/22/20,2274,3,0.001319,0.97,2.92,0.153846,0.065,18.98,2,2,0.666667,2,18.98,0,0
24753,24754,1/21/20,52,1,0.019231,1.3,1.3,NULL,0,0,0,0,0,0,0,0,0
24754,24755,1/21/20,3170,1,0.000315,0.81,0.81,NULL,0,0,0,0,0,0,0,0,0
24755,23302,1/19/20,873,1,0.001145,1.42,1.42,0.149631,0.0668,9.49,1,1,1,1,9.49,0,0
24756,24757,1/20/20,4,1,0.25,1.12,1.12,NULL,0,0,0,0,0,0,0,0,0
24757,24758,1/19/20,1166,4,0.003431,1.55,6.2,0.653319,0.0153,9.49,1,1,0.25,1,9.49,0,0
24758,24759,1/20/20,2331,2,0.000858,1.52,3.04,0.320337,0.0312,9.49,1,1,0.5,1,9.49,0,0
24759,24760,1/22/20,3,1,0.333333,0.73,0.73,NULL,0,0,0,0,0,0,0,0,0
24760,24761,1/20/20,302,1,0.003311,1.76,1.76,NULL,0,0,0,0,0,0,0,0,0
24761,24762,1/24/20,69,1,0.014493,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
24762,24763,1/21/20,188,1,0.005319,1.16,1.16,NULL,0,0,0,0,0,0,0,0,0
24763,24764,1/19/20,2,1,0.5,1.2,1.2,NULL,0,0,0,0,0,0,0,0,0
24764,24765,1/20/20,336,2,0.005952,1.53,3.05,0.847222,0.0118,3.6,1,1,0.5,1,3.6,0,0
24765,24766,1/19/20,2,1,0.5,1.85,1.85,0.194942,0.0513,9.49,1,1,1,1,9.49,0,0
24766,22227,1/20/20,455,1,0.002198,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
24767,19185,1/19/20,21,2,0.095238,1.9,3.79,0.199684,0.0501,18.98,2,2,1,2,18.98,0,0
24768,19185,1/20/20,1007,1,0.000993,1.9,1.9,0.200211,0.0499,9.49,1,1,1,1,9.49,0,0
24769,19185,1/23/20,1190,3,0.002521,1.42,4.25,NULL,0,0,0,0,0,0,0,0,0
24770,19185,1/24/20,192,1,0.005208,1.7,1.7,NULL,0,0,0,0,0,0,0,0,0
24771,20922,1/25/20,16,3,0.1875,1.3,3.91,1.08611,0.0092,3.6,1,1,0.333333,1,3.6,0,0
24772,24773,1/24/20,2,1,0.5,1.65,1.65,NULL,0,0,0,0,0,0,0,0,0
24773,24774,1/22/20,3,1,0.333333,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
24774,19187,1/20/20,382,2,0.005236,1.23,2.45,NULL,0,0,0,0,0,0,0,0,0
24775,24776,1/21/20,1,1,1,1.12,1.12,NULL,0,0,0,0,0,0,0,0,0
24776,24777,1/25/20,2,1,0.5,0.79,0.79,NULL,0,0,0,0,0,0,0,0,0
24777,18396,1/20/20,8,1,0.125,0.71,0.71,0.074816,0.1337,9.49,1,1,1,1,9.49,0,0
24778,24779,1/21/20,8,1,0.125,0.75,0.75,0.079031,0.1265,9.49,1,1,1,1,9.49,0,0
24779,24780,1/24/20,1,1,1,0.7,0.7,NULL,0,0,0,0,0,0,0,0,0
24780,17581,1/24/20,311,1,0.003215,0.88,0.88,0.092729,0.1078,9.49,1,1,1,1,9.49,0,0
24781,15713,1/22/20,57,1,0.017544,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
24782,14680,1/19/20,177,1,0.00565,1.28,1.28,0.177778,0.0563,7.2,1,2,1,2,7.2,0,0
24783,24784,1/19/20,3,1,0.333333,1,1,NULL,0,0,0,0,0,0,0,0,0
24784,24785,1/20/20,79,1,0.012658,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
24785,24786,1/19/20,392,1,0.002551,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
24786,24786,1/24/20,2,1,0.5,1.36,1.36,NULL,0,0,0,0,0,0,0,0,0
24787,18402,1/21/20,520,1,0.001923,0.96,0.96,0.054983,0.1819,17.46,2,2,2,1,9.49,1,7.97
24788,24789,1/19/20,348,1,0.002874,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
24789,24790,1/21/20,26,1,0.038462,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
24790,24791,1/22/20,352,1,0.002841,1.2,1.2,NULL,0,0,0,0,0,0,0,0,0
24791,24792,1/19/20,120,1,0.008333,1.2,1.2,NULL,0,0,0,0,0,0,0,0,0
24792,24793,1/21/20,10,1,0.1,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
24793,24794,1/19/20,695,1,0.001439,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
24794,24795,1/21/20,1,1,1,0.58,0.58,NULL,0,0,0,0,0,0,0,0,0
24795,24796,1/23/20,23,1,0.043478,0.79,0.79,0.083246,0.1201,9.49,1,1,1,1,9.49,0,0
24796,18413,1/20/20,948,1,0.001055,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
24797,24798,1/21/20,282,1,0.003546,1.19,1.19,NULL,0,0,0,0,0,0,0,0,0
24798,23340,1/20/20,7,1,0.142857,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
24799,16661,1/19/20,363,4,0.011019,1.11,4.44,0.467861,0.0214,9.49,1,1,0.25,1,9.49,0,0
24800,16661,1/20/20,360,1,0.002778,0.99,0.99,NULL,0,0,0,0,0,0,0,0,0
24801,23344,1/21/20,501,1,0.001996,1.25,1.25,0.131718,0.0759,9.49,1,1,1,1,9.49,0,0
24802,23344,1/22/20,272,1,0.003676,0.77,0.77,NULL,0,0,0,0,0,0,0,0,0
24803,24804,1/21/20,2,1,0.5,1.56,1.56,NULL,0,0,0,0,0,0,0,0,0
24804,24805,1/24/20,1,1,1,2.37,2.37,0.249737,0.04,9.49,1,1,1,1,9.49,0,0
24805,24806,1/23/20,69,1,0.014493,1.25,1.25,NULL,0,0,0,0,0,0,0,0,0
24806,13582,1/21/20,71,1,0.014085,1.61,1.61,NULL,0,0,0,0,0,0,0,0,0
24807,24808,1/19/20,2,2,1,2.85,5.7,NULL,0,0,0,0,0,0,0,0,0
24808,20082,1/22/20,2,1,0.5,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
24809,17602,1/25/20,22,1,0.045455,2.02,2.02,0.561111,0.0178,3.6,1,1,1,1,3.6,0,0
24810,13604,1/24/20,52,1,0.019231,2.18,2.18,NULL,0,0,0,0,0,0,0,0,0
24811,24812,1/20/20,326,1,0.003067,0.51,0.51,NULL,0,0,0,0,0,0,0,0,0
24812,24813,1/23/20,2,1,0.5,6.03,6.03,0.635406,0.0157,9.49,1,1,1,1,9.49,0,0
24813,13606,1/20/20,21,2,0.095238,3.49,6.98,0.735511,0.0136,9.49,1,1,0.5,1,9.49,0,0
24814,13606,1/24/20,1,1,1,6.05,6.05,NULL,0,0,0,0,0,0,0,0,0
24815,13607,1/21/20,1,1,1,3.39,3.39,0.357218,0.028,9.49,1,1,1,1,9.49,0,0
24816,11653,1/19/20,3,1,0.333333,2.77,2.77,0.291886,0.0343,9.49,1,1,1,1,9.49,0,0
24817,11653,1/20/20,16,1,0.0625,2.77,2.77,NULL,0,0,0,0,0,0,0,0,0
24818,11653,1/22/20,340,3,0.008824,2.45,7.34,0.773446,0.0129,9.49,1,1,0.333333,1,9.49,0,0
24819,11653,1/24/20,1,1,1,4,4,0.421496,0.0237,9.49,1,1,1,1,9.49,0,0
24820,11653,1/25/20,338,2,0.005917,2.91,5.81,0.612223,0.0163,9.49,1,1,0.5,1,9.49,0,0
24821,12593,1/21/20,1,1,1,2.3,2.3,NULL,0,0,0,0,0,0,0,0,0
24822,17604,1/23/20,417,1,0.002398,2.63,2.63,0.277134,0.0361,9.49,1,1,1,1,9.49,0,0
24823,20087,1/23/20,937,1,0.001067,1.81,1.81,0.251389,0.0398,7.2,1,2,1,2,7.2,0,0
24824,13609,1/24/20,1030,4,0.003883,1.89,7.57,NULL,0,0,0,0,0,0,0,0,0
24825,18439,1/19/20,4,1,0.25,2.37,2.37,NULL,0,0,0,0,0,0,0,0,0
24826,24827,1/22/20,157,1,0.006369,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
24827,24828,1/20/20,272,1,0.003676,0.97,0.97,NULL,0,0,0,0,0,0,0,0,0
24828,24829,1/20/20,17,1,0.058824,1.52,1.52,NULL,0,0,0,0,0,0,0,0,0
24829,24830,1/22/20,452,4,0.00885,1.27,5.06,0.533193,0.0188,9.49,1,1,0.25,1,9.49,0,0
24830,20947,1/25/20,28,1,0.035714,1.18,1.18,NULL,0,0,0,0,0,0,0,0,0
24831,11658,1/20/20,1792,1,0.000558,2.11,2.11,NULL,0,0,0,0,0,0,0,0,0
24832,11658,1/24/20,81,1,0.012346,1.39,1.39,0.14647,0.0683,9.49,1,1,1,1,9.49,0,0
24833,11658,1/25/20,65,1,0.015385,0.61,0.61,NULL,0,0,0,0,0,0,0,0,0
24834,24835,1/21/20,104,1,0.009615,1.37,1.37,0.055086,0.1815,24.87,1,1,1,0,0,1,24.87
24835,20951,1/22/20,196,1,0.005102,0.93,0.93,NULL,0,0,0,0,0,0,0,0,0
24836,20951,1/23/20,202,1,0.00495,1.16,1.16,NULL,0,0,0,0,0,0,0,0,0
24837,13617,1/21/20,371,3,0.008086,2.26,6.78,NULL,0,0,0,0,0,0,0,0,0
24838,24839,1/21/20,377,1,0.002653,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
24839,24839,1/23/20,1420,2,0.001408,1.26,2.52,NULL,0,0,0,0,0,0,0,0,0
24840,24839,1/24/20,608,3,0.004934,1.63,4.88,1.35556,0.0074,3.6,1,1,0.333333,1,3.6,0,0
24841,12621,1/20/20,110,1,0.009091,1.04,1.04,NULL,0,0,0,0,0,0,0,0,0
24842,12621,1/22/20,60,1,0.016667,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
24843,12621,1/25/20,24,1,0.041667,0.38,0.38,0.040042,0.2497,9.49,1,1,1,1,9.49,0,0
24844,14760,1/19/20,2,1,0.5,1.48,1.48,NULL,0,0,0,0,0,0,0,0,0
24845,24846,1/23/20,1,1,1,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
24846,11673,1/23/20,21,1,0.047619,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
24847,11673,1/24/20,8,1,0.125,1.6,1.6,0.168599,0.0593,9.49,1,1,1,1,9.49,0,0
24848,11673,1/25/20,17,1,0.058824,0.61,0.61,0.064278,0.1556,9.49,1,1,1,1,9.49,0,0
24849,24850,1/24/20,713,1,0.001403,1.28,1.28,NULL,0,0,0,0,0,0,0,0,0
24850,24851,1/24/20,92,1,0.01087,0.89,0.89,0.093783,0.1066,9.49,1,1,1,1,9.49,0,0
24851,12629,1/19/20,5,2,0.4,1.28,2.55,NULL,0,0,0,0,0,0,0,0,0
24852,24853,1/20/20,360,1,0.002778,1.11,1.11,NULL,0,0,0,0,0,0,0,0,0
24853,12636,1/22/20,53,1,0.018868,1.37,1.37,NULL,0,0,0,0,0,0,0,0,0
24854,24855,1/20/20,5,1,0.2,1.33,1.33,0.184722,0.0541,7.2,1,2,1,2,7.2,0,0
24855,24856,1/23/20,3,1,0.333333,0.71,0.71,NULL,0,0,0,0,0,0,0,0,0
24856,12637,1/19/20,177,1,0.00565,1.09,1.09,NULL,0,0,0,0,0,0,0,0,0
24857,12637,1/21/20,2731,1,0.000366,1.38,1.38,0.145416,0.0688,9.49,1,1,1,1,9.49,0,0
24858,12637,1/22/20,254,3,0.011811,1.19,3.57,NULL,0,0,0,0,0,0,0,0,0
24859,12637,1/24/20,55,1,0.018182,1.04,1.04,0.109589,0.0913,9.49,1,1,1,1,9.49,0,0
24860,12638,1/19/20,2,1,0.5,0.5,0.5,NULL,0,0,0,0,0,0,0,0,0
24861,19242,1/20/20,1,1,1,1.74,1.74,0.183351,0.0545,9.49,1,1,1,1,9.49,0,0
24862,19242,1/23/20,5,2,0.4,1.28,2.55,0.268704,0.0372,9.49,1,1,0.5,1,9.49,0,0
24863,24864,1/20/20,4,1,0.25,1,1,NULL,0,0,0,0,0,0,0,0,0
24864,19243,1/23/20,65,1,0.015385,1.88,1.88,NULL,0,0,0,0,0,0,0,0,0
24865,11678,1/20/20,5,1,0.2,0.75,0.75,0.079031,0.1265,9.49,1,1,1,1,9.49,0,0
24866,11678,1/21/20,23,1,0.043478,2.92,2.92,NULL,0,0,0,0,0,0,0,0,0
24867,24868,1/24/20,1,1,1,2.87,2.87,NULL,0,0,0,0,0,0,0,0,0
24868,11680,1/20/20,25,1,0.04,0.35,0.35,NULL,0,0,0,0,0,0,0,0,0
24869,11680,1/22/20,26,1,0.038462,0.46,0.46,NULL,0,0,0,0,0,0,0,0,0
24870,12643,1/21/20,5,2,0.4,1.59,3.18,NULL,0,0,0,0,0,0,0,0,0
24871,12643,1/22/20,8,2,0.25,1.03,2.05,0.108008,0.0926,18.98,2,2,1,2,18.98,0,0
24872,12643,1/23/20,16,1,0.0625,0.46,0.46,0.024236,0.4126,18.98,1,2,1,2,18.98,0,0
24873,22262,1/24/20,1,1,1,0.82,0.82,0.086407,0.1157,9.49,1,1,1,1,9.49,0,0
24874,24875,1/20/20,1,1,1,0.82,0.82,0.086407,0.1157,9.49,1,1,1,1,9.49,0,0
24875,22264,1/23/20,2,1,0.5,0.43,0.43,0.039815,0.2512,10.8,1,3,1,3,10.8,0,0
24876,12646,1/19/20,11,2,0.181818,0.67,1.33,0.140148,0.0714,9.49,1,1,0.5,1,9.49,0,0
24877,12646,1/20/20,14,3,0.214286,0.72,2.16,0.227608,0.0439,9.49,1,1,0.333333,1,9.49,0,0
24878,12646,1/22/20,180,3,0.016667,1.24,3.71,0.390938,0.0256,9.49,1,1,0.333333,1,9.49,0,0
24879,12646,1/23/20,20,3,0.15,0.64,1.92,0.067439,0.1483,28.47,2,3,0.666667,3,28.47,0,0
24880,12646,1/24/20,7,2,0.285714,0.61,1.21,0.025921,0.3858,46.68,5,5,2.5,2,18.98,3,27.7
24881,12646,1/25/20,5,1,0.2,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
24882,12648,1/20/20,2,1,0.5,0.89,0.89,0.033931,0.2947,26.23,2,2,2,1,9.49,1,16.74
24883,13648,1/23/20,4,1,0.25,1.12,1.12,NULL,0,0,0,0,0,0,0,0,0
24884,24885,1/23/20,2,1,0.5,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
24885,11684,1/20/20,138,1,0.007246,3.59,3.59,NULL,0,0,0,0,0,0,0,0,0
24886,11684,1/21/20,115,2,0.017391,2.61,5.22,0.055005,0.1818,94.9,1,10,0.5,10,94.9,0,0
24887,11684,1/22/20,96,1,0.010417,1.37,1.37,NULL,0,0,0,0,0,0,0,0,0
24888,13651,1/21/20,2,1,0.5,1.39,1.39,0.386111,0.0259,3.6,1,1,1,1,3.6,0,0
24889,13652,1/23/20,18,1,0.055556,1.57,1.57,NULL,0,0,0,0,0,0,0,0,0
24890,11686,1/20/20,55,1,0.018182,1.86,1.86,0.195996,0.051,9.49,1,1,1,1,9.49,0,0
24891,23405,1/22/20,31,1,0.032258,0.81,0.81,NULL,0,0,0,0,0,0,0,0,0
24892,23405,1/24/20,13,1,0.076923,1.71,1.71,NULL,0,0,0,0,0,0,0,0,0
24893,13655,1/25/20,4,1,0.25,0.79,0.79,NULL,0,0,0,0,0,0,0,0,0
24894,24895,1/20/20,4,1,0.25,0.99,0.99,NULL,0,0,0,0,0,0,0,0,0
24895,11687,1/20/20,15,4,0.266667,0.67,2.67,0.05627,0.1777,47.45,4,5,1,5,47.45,0,0
24896,11687,1/21/20,11,3,0.272727,0.59,1.76,0.092729,0.1078,18.98,2,2,0.666667,2,18.98,0,0
24897,11687,1/22/20,22,1,0.045455,0.64,0.64,0.067439,0.1483,9.49,1,1,1,1,9.49,0,0
24898,11687,1/23/20,16,1,0.0625,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
24899,11687,1/24/20,4,1,0.25,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
24900,24901,1/25/20,1,1,1,2.48,2.48,NULL,0,0,0,0,0,0,0,0,0
24901,11689,1/19/20,45,1,0.022222,0.37,0.37,0.038988,0.2565,9.49,1,1,1,1,9.49,0,0
24902,11689,1/21/20,20,2,0.1,0.37,0.74,0.019494,0.513,37.96,2,4,1,4,37.96,0,0
24903,11689,1/22/20,24,2,0.083333,0.37,0.74,0.01114,0.8977,66.43,2,7,1,7,66.43,0,0
24904,11689,1/23/20,55,4,0.072727,0.49,1.96,0.103267,0.0968,18.98,2,2,0.5,2,18.98,0,0
24905,11689,1/24/20,19,2,0.105263,0.67,1.34,0.070601,0.1416,18.98,1,2,0.5,2,18.98,0,0
24906,11689,1/25/20,32,2,0.0625,0.47,0.94,0.099052,0.101,9.49,1,1,0.5,1,9.49,0,0
24907,11690,1/19/20,38,1,0.026316,0.27,0.27,NULL,0,0,0,0,0,0,0,0,0
24908,11690,1/20/20,83,3,0.036145,0.28,0.85,0.05491,0.1821,15.48,2,2,0.666667,1,9.49,1,5.99
24909,11690,1/21/20,50,2,0.04,0.27,0.54,0.018967,0.5272,28.47,1,3,0.5,3,28.47,0,0
24910,11690,1/24/20,33,1,0.030303,0.36,0.36,NULL,0,0,0,0,0,0,0,0,0
24911,24912,1/25/20,243,2,0.00823,0.8,1.6,NULL,0,0,0,0,0,0,0,0,0
24912,24913,1/20/20,2,1,0.5,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
24913,11691,1/20/20,18,1,0.055556,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
24914,11694,1/24/20,39,1,0.025641,1.03,1.03,0.171953,0.0582,5.99,1,1,1,1,5.99,0,0
24915,24916,1/22/20,30,1,0.033333,0.47,0.47,NULL,0,0,0,0,0,0,0,0,0
24916,24917,1/23/20,407,2,0.004914,1.13,2.25,0.66568,0.015,3.38,1,1,0.5,0,0,1,3.38
24917,24918,1/23/20,38,1,0.026316,0.99,0.99,NULL,0,0,0,0,0,0,0,0,0
24918,24919,1/24/20,1,1,1,1.67,1.67,0.278798,0.0359,5.99,1,1,1,1,5.99,0,0
24919,24920,1/21/20,2,1,0.5,0.35,0.35,NULL,0,0,0,0,0,0,0,0,0
24920,24921,1/22/20,1,1,1,0.62,0.62,NULL,0,0,0,0,0,0,0,0,0
24921,24922,1/22/20,1,1,1,0.99,0.99,NULL,0,0,0,0,0,0,0,0,0
24922,24923,1/24/20,1,1,1,1.27,1.27,NULL,0,0,0,0,0,0,0,0,0
24923,24924,1/19/20,1,1,1,1.28,1.28,NULL,0,0,0,0,0,0,0,0,0
24924,15821,1/22/20,4,1,0.25,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
24925,15821,1/23/20,5,1,0.2,1.78,1.78,NULL,0,0,0,0,0,0,0,0,0
24926,24927,1/22/20,1,1,1,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
24927,11709,1/19/20,348,2,0.005747,2.08,4.16,NULL,0,0,0,0,0,0,0,0,0
24928,11709,1/20/20,313,1,0.003195,2.02,2.02,NULL,0,0,0,0,0,0,0,0,0
24929,11709,1/21/20,247,1,0.004049,1.78,1.78,NULL,0,0,0,0,0,0,0,0,0
24930,11709,1/23/20,286,1,0.003497,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
24931,11715,1/21/20,35,1,0.028571,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
24932,24933,1/21/20,1,1,1,2,2,0.106157,0.0942,18.84,1,1,1,1,18.84,0,0
24933,24934,1/20/20,5,1,0.2,1.15,1.15,0.06104,0.1638,18.84,1,1,1,1,18.84,0,0
24934,18506,1/19/20,4,1,0.25,1.45,1.45,0.036971,0.2705,39.22,2,2,2,1,22.48,1,16.74
24935,24936,1/21/20,1,1,1,1.5,1.5,0.079618,0.1256,18.84,1,1,1,1,18.84,0,0
24936,24937,1/23/20,1,1,1,1.45,1.45,NULL,0,0,0,0,0,0,0,0,0
24937,24938,1/19/20,1,1,1,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
24938,24939,1/21/20,1,1,1,1.99,1.99,NULL,0,0,0,0,0,0,0,0,0
24939,24940,1/20/20,3,1,0.333333,1.47,1.47,NULL,0,0,0,0,0,0,0,0,0
24940,24941,1/19/20,7,1,0.142857,1.48,1.48,NULL,0,0,0,0,0,0,0,0,0
24941,24942,1/23/20,4,1,0.25,1.17,1.17,NULL,0,0,0,0,0,0,0,0,0
24942,24943,1/20/20,4,1,0.25,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
24943,24944,1/23/20,3,1,0.333333,0.92,0.92,NULL,0,0,0,0,0,0,0,0,0
24944,24945,1/25/20,4,1,0.25,0.29,0.29,NULL,0,0,0,0,0,0,0,0,0
24945,24946,1/22/20,2,1,0.5,1.2,1.2,NULL,0,0,0,0,0,0,0,0,0
