id,campaign,term,match_type
69,93,cleanwell natural foaming hand sanitizer,EXACT
18040,93,cleanwell natural foaming hand sanitizer,Other Placements
783,93,cleanwell natural foaming hand sanitizer,PHRASE
23501,93,cleanwell natural foaming hand sanitizer,Top of Search
8161,93,cleanwell natural hand sanitizer spray,BROAD
74,93,cleanwell natural hand sanitizer spray,EXACT
18046,93,cleanwell natural hand sanitizer spray,Other Placements
9491,93,cleanwell natural hand sanitizer spray,PHRASE
18045,93,cleanwell natural hand sanitizer spray,Top of Search
4103,93,cleanwell natural hand sanitizing wipes,BROAD
1597,93,cleanwell natural hand sanitizing wipes,EXACT
20149,93,cleanwell natural hand sanitizing wipes,Other Placements
1598,93,cleanwell natural hand sanitizing wipes,PHRASE
21726,93,cleanwell natural hand sanitizing wipes,Top of Search
8162,93,cleanwell products,BROAD
785,93,cleanwell products,EXACT
19053,93,cleanwell products,Top of Search
5698,93,cleanwell refill,EXACT
25678,93,cleanwell refill,Other Placements
786,93,cleanwell refill,PHRASE
19054,93,cleanwell refill,Top of Search
4697,93,cleanwell sanitizer,BROAD
76,93,cleanwell sanitizer,EXACT
19059,93,cleanwell sanitizer,Other Placements
80,93,cleanwell sanitizer,PHRASE
18049,93,cleanwell sanitizer,Top of Search
81,93,cleanwell soap,EXACT
18057,93,cleanwell soap,Other Placements
1607,93,cleanwell soap,PHRASE
20164,93,cleanwell soap,Top of Search
5191,93,cleanwell soap refill,BROAD
1608,93,cleanwell soap refill,EXACT
21756,93,cleanwell soap refill,Other Placements
20175,93,cleanwell soap refill,Top of Search
5710,93,cleanwell travel wipes,BROAD
82,93,cleanwell travel wipes,EXACT
18063,93,cleanwell travel wipes,Other Placements
18062,93,cleanwell travel wipes,Top of Search
84,93,cleanwell wipes,EXACT
18069,93,cleanwell wipes,Other Placements
802,93,cleanwell wipes,PHRASE
18064,93,cleanwell wipes,Top of Search
5199,93,cleanwell wipes individual,EXACT
24993,93,cleanwell wipes individual,Other Placements
2235,93,cleanwell wipes travel,BROAD
2237,93,cleanwell wipes travel,EXACT
24997,93,cleanwell wipes travel,Other Placements
3433,93,cleanwell wipes travel,PHRASE
21015,93,cleanwell wipes travel,Top of Search
9517,93,cleanwelltoday.com,BROAD
30988,93,cleanwelltoday.com,Top of Search
240,100,dial hand soap foaming,BROAD
242,100,dial hand soap foaming,EXACT
18076,100,dial hand soap foaming,Other Placements
888,100,dial hand soap foaming,PHRASE
18075,100,dial hand soap foaming,Top of Search
243,100,foaming hand soap bath and body works,BROAD
248,100,foaming hand soap bath and body works,EXACT
18137,100,foaming hand soap bath and body works,Other Placements
251,100,foaming hand soap bath and body works,PHRASE
18126,100,foaming hand soap bath and body works,Top of Search
256,100,hand soap,BROAD
261,100,hand soap,EXACT
18426,100,hand soap,Other Placements
266,100,hand soap,PHRASE
18411,100,hand soap,Top of Search
271,100,hand soap antibacterial,BROAD
276,100,hand soap antibacterial,EXACT
18446,100,hand soap antibacterial,Other Placements
278,100,hand soap antibacterial,PHRASE
18437,100,hand soap antibacterial,Top of Search
280,100,hand soap bath and body works,BROAD
285,100,hand soap bath and body works,EXACT
18468,100,hand soap bath and body works,Other Placements
290,100,hand soap bath and body works,PHRASE
18453,100,hand soap bath and body works,Top of Search
295,100,hand soap bath and body works deep cleaning,BROAD
18478,100,hand soap bath and body works deep cleaning,Other Placements
22897,100,hand soap bath and body works deep cleaning,Top of Search
297,100,hand soap bath and body works foam,BROAD
18481,100,hand soap bath and body works foam,Other Placements
18480,100,hand soap bath and body works foam,Top of Search
1703,100,hand soap bath and body works foam vanilla,BROAD
20424,100,hand soap bath and body works foam vanilla,Other Placements
32963,100,hand soap bath and body works foam vanilla,Top of Search
301,100,hand soap bath and body works stress relief,BROAD
18485,100,hand soap bath and body works stress relief,Other Placements
31261,100,hand soap bath and body works stress relief,Top of Search
304,100,hand soap bulk,BROAD
306,100,hand soap bulk,EXACT
18500,100,hand soap bulk,Other Placements
311,100,hand soap bulk,PHRASE
18488,100,hand soap bulk,Top of Search
991,100,hand soap bulk antibacterial,BROAD
19523,100,hand soap bulk antibacterial,Other Placements
8274,100,hand soap bulk method,BROAD
29517,100,hand soap bulk method,Top of Search
992,100,hand soap bulk natural,BROAD
19525,100,hand soap bulk natural,Other Placements
316,100,hand soap bulk natural,PHRASE
18503,100,hand soap bulk natural,Top of Search
8275,100,hand soap bulk organic,BROAD
29518,100,hand soap bulk organic,Top of Search
4224,100,hand soap bulk refill,BROAD
1721,100,hand soap bulk refill,EXACT
1723,100,hand soap bulk refill,PHRASE
20447,100,hand soap bulk refill,Top of Search
993,100,hand soap bulk softsoap,BROAD
1727,100,hand soap bulk softsoap,EXACT
19527,100,hand soap bulk softsoap,Other Placements
1729,100,hand soap bulk softsoap,PHRASE
19526,100,hand soap bulk softsoap,Top of Search
317,100,hand soap dispenser,BROAD
322,100,hand soap dispenser,EXACT
18518,100,hand soap dispenser,Other Placements
327,100,hand soap dispenser,PHRASE
18504,100,hand soap dispenser,Top of Search
4249,100,hand soap dispenser bronze,EXACT
332,100,hand soap dispenser bronze,PHRASE
18523,100,hand soap dispenser bronze,Top of Search
2945,100,hand soap dispenser glass,BROAD
333,100,hand soap dispenser glass,EXACT
25210,100,hand soap dispenser glass,Other Placements
335,100,hand soap dispenser glass,PHRASE
18524,100,hand soap dispenser glass,Top of Search
1760,100,hand soap dispenser plastic,BROAD
338,100,hand soap dispenser plastic,EXACT
340,100,hand soap dispenser plastic,PHRASE
18529,100,hand soap dispenser plastic,Top of Search
1031,100,hand soap dispenser pump,BROAD
1034,100,hand soap dispenser pump,EXACT
19583,100,hand soap dispenser pump,Other Placements
344,100,hand soap dispenser pump,PHRASE
18535,100,hand soap dispenser pump,Top of Search
7684,100,hand soap dispenser pump mason jar,BROAD
28712,100,hand soap dispenser pump mason jar,Top of Search
1784,100,hand soap dispenser refill,BROAD
1042,100,hand soap dispenser refill,EXACT
21306,100,hand soap dispenser refill,Other Placements
348,100,hand soap dispenser refill,PHRASE
18539,100,hand soap dispenser refill,Top of Search
1052,100,hand soap dispenser touchless,BROAD
351,100,hand soap dispenser touchless,EXACT
353,100,hand soap dispenser touchless,PHRASE
18542,100,hand soap dispenser touchless,Top of Search
8988,100,hand soap dispenser touchless black,BROAD
30453,100,hand soap dispenser touchless black,Top of Search
5327,100,hand soap dispenser touchless foam,BROAD
1062,100,hand soap dispenser touchless foam,EXACT
19604,100,hand soap dispenser touchless foam,Top of Search
358,100,hand soap dispenser wall mount,BROAD
1065,100,hand soap dispenser wall mount,EXACT
1066,100,hand soap dispenser wall mount,PHRASE
18549,100,hand soap dispenser wall mount,Top of Search
359,100,hand soap foam,BROAD
364,100,hand soap foam,EXACT
18562,100,hand soap foam,Other Placements
367,100,hand soap foam,PHRASE
18550,100,hand soap foam,Top of Search
3652,100,hand soap foam bath and body works,EXACT
22158,100,hand soap foam bath and body works,Other Placements
3031,100,hand soap foam bath and body works,PHRASE
22157,100,hand soap foam bath and body works,Top of Search
371,100,hand soap foam dispenser,BROAD
372,100,hand soap foam dispenser,EXACT
21349,100,hand soap foam dispenser,Other Placements
374,100,hand soap foam dispenser,PHRASE
18565,100,hand soap foam dispenser,Top of Search
3658,100,hand soap foam dispenser glass,BROAD
23053,100,hand soap foam dispenser glass,Top of Search
376,100,hand soap foam refill,BROAD
377,100,hand soap foam refill,EXACT
19641,100,hand soap foam refill,Other Placements
1095,100,hand soap foam refill,PHRASE
18570,100,hand soap foam refill,Top of Search
1096,100,hand soap foam refill dial,BROAD
23065,100,hand soap foam refill dial,Other Placements
19642,100,hand soap foam refill dial,Top of Search
3671,100,hand soap foam refill method,BROAD
23066,100,hand soap foam refill method,Other Placements
23918,100,hand soap foam refill method,Top of Search
2439,100,hand soap foamer,BROAD
378,100,hand soap foamer,EXACT
21358,100,hand soap foamer,Other Placements
379,100,hand soap foamer,PHRASE
18572,100,hand soap foamer,Top of Search
380,100,hand soap foamer bottle,EXACT
18576,100,hand soap foamer bottle,Other Placements
381,100,hand soap foamer bottle,PHRASE
18574,100,hand soap foamer bottle,Top of Search
382,100,hand soap foaming,BROAD
387,100,hand soap foaming,EXACT
18591,100,hand soap foaming,Other Placements
391,100,hand soap foaming,PHRASE
18577,100,hand soap foaming,Top of Search
1120,100,hand soap foaming bottle,BROAD
1121,100,hand soap foaming bottle,EXACT
21386,100,hand soap foaming bottle,Other Placements
396,100,hand soap foaming bottle,PHRASE
18598,100,hand soap foaming bottle,Top of Search
3074,100,hand soap foaming dispenser,BROAD
1873,100,hand soap foaming dispenser,EXACT
26180,100,hand soap foaming dispenser,Other Placements
397,100,hand soap foaming dispenser,PHRASE
18599,100,hand soap foaming dispenser,Top of Search
1127,100,hand soap foaming refill,BROAD
399,100,hand soap foaming refill,EXACT
19695,100,hand soap foaming refill,Other Placements
401,100,hand soap foaming refill,PHRASE
18601,100,hand soap foaming refill,Top of Search
405,100,hand soap foaming refill method,BROAD
18607,100,hand soap foaming refill method,Other Placements
19700,100,hand soap foaming refill method,Top of Search
407,100,hand soap foaming watkins,BROAD
18609,100,hand soap foaming watkins,Other Placements
23985,100,hand soap foaming watkins,Top of Search
5995,100,hand soap prime pantry,BROAD
26203,100,hand soap prime pantry,Top of Search
8361,100,hand soap prime pantry foaming,BROAD
29617,100,hand soap prime pantry foaming,Top of Search
9051,100,hand soap prime pantry method,BROAD
30535,100,hand soap prime pantry method,Top of Search
6605,100,hand soap prime pantry mrs meyers,BROAD
27079,100,hand soap prime pantry mrs meyers,Top of Search
7162,100,hand soap prime pantry seventh generation,BROAD
27907,100,hand soap prime pantry seventh generation,Top of Search
409,100,hand soap refill,BROAD
413,100,hand soap refill,EXACT
18624,100,hand soap refill,Other Placements
417,100,hand soap refill,PHRASE
18611,100,hand soap refill,Top of Search
422,100,hand soap refill antibacterial,BROAD
423,100,hand soap refill antibacterial,EXACT
18639,100,hand soap refill antibacterial,Other Placements
424,100,hand soap refill antibacterial,PHRASE
18636,100,hand soap refill antibacterial,Top of Search
1171,100,hand soap refill antibacterial dial,BROAD
19744,100,hand soap refill antibacterial dial,Other Placements
28814,100,hand soap refill antibacterial dial,Top of Search
3126,100,hand soap refill antibacterial foam,BROAD
24034,100,hand soap refill antibacterial foam,Other Placements
22281,100,hand soap refill antibacterial foam,Top of Search
7765,100,hand soap refill antibacterial method,BROAD
28815,100,hand soap refill antibacterial method,Top of Search
3758,100,hand soap refill antibacterial organic,EXACT
23176,100,hand soap refill antibacterial organic,Top of Search
425,100,hand soap refill lavender,BROAD
426,100,hand soap refill lavender,EXACT
18644,100,hand soap refill lavender,Other Placements
427,100,hand soap refill lavender,PHRASE
18640,100,hand soap refill lavender,Top of Search
7195,100,hand soap refill lavender vanilla,BROAD
32351,100,hand soap refill lavender vanilla,Other Placements
27948,100,hand soap refill lavender vanilla,Top of Search
429,100,hand soap refill natural,BROAD
432,100,hand soap refill natural,EXACT
18649,100,hand soap refill natural,Other Placements
433,100,hand soap refill natural,PHRASE
18645,100,hand soap refill natural,Top of Search
8407,100,hand soap refill natural seventh generation,BROAD
29671,100,hand soap refill natural seventh generation,Top of Search
9101,100,hand soap refill prime pantry,BROAD
30595,100,hand soap refill prime pantry,Top of Search
8409,100,hand soap refill prime pantry meyers,BROAD
29673,100,hand soap refill prime pantry meyers,Top of Search
1187,100,hand soap refill soft soap,BROAD
19761,100,hand soap refill soft soap,Other Placements
21458,100,hand soap refill soft soap,Top of Search
434,100,method hand soap foaming,BROAD
438,100,method hand soap foaming,EXACT
18701,100,method hand soap foaming,Other Placements
441,100,method hand soap foaming,PHRASE
18694,100,method hand soap foaming,Top of Search
1936,107,cold season,BROAD
7781,107,cold season,EXACT
31006,107,cold season,Other Placements
8419,107,cold season,PHRASE
20208,107,cold season,Top of Search
4434,107,flu,BROAD
443,107,flu,EXACT
18109,107,flu,Other Placements
447,107,flu,PHRASE
18108,107,flu,Top of Search
1213,107,flu and cold,BROAD
450,107,flu and cold,EXACT
18116,107,flu and cold,Other Placements
1217,107,flu and cold,PHRASE
19141,107,flu and cold,Top of Search
4457,107,flu and cold cleaners,BROAD
4950,107,flu and cold cleaners,EXACT
23579,107,flu and cold cleaners,Other Placements
25023,107,flu and cold cleaners,Top of Search
3810,107,flu and cold cleaning,BROAD
22692,107,flu and cold cleaning,Other Placements
27530,107,flu and cold cleaning,Top of Search
4952,107,flu disinfectant,BROAD
1220,107,flu disinfectant,EXACT
22693,107,flu disinfectant,Other Placements
3811,107,flu disinfectant,PHRASE
19148,107,flu disinfectant,Top of Search
6684,107,flu disinfecting spray,BROAD
10451,107,flu disinfecting spray,EXACT
26648,107,flu disinfecting spray,Other Placements
9812,107,flu disinfecting spray,PHRASE
8464,107,flu prevention,BROAD
3812,107,flu prevention,EXACT
22694,107,flu prevention,Other Placements
4460,107,flu prevention,PHRASE
26649,107,flu prevention,Top of Search
8465,107,flu prevention cleaners,BROAD
29284,107,flu prevention cleaners,Top of Search
8472,107,flu prevention kids,BROAD
29291,107,flu prevention kids,Top of Search
451,107,flu season,EXACT
18123,107,flu season,Other Placements
453,107,flu season,PHRASE
18117,107,flu season,Top of Search
457,107,germ killer,EXACT
18148,107,germ killer,Other Placements
460,107,germ killer,PHRASE
18144,107,germ killer,Top of Search
461,107,germs,BROAD
463,107,germs,EXACT
18296,107,germs,Other Placements
467,107,germs,PHRASE
18285,107,germs,Top of Search
8512,107,germs and cold,BROAD
29378,107,germs and cold,Top of Search
6112,107,germs cleaner,BROAD
4980,107,germs cleaner,EXACT
19301,107,germs cleaner,Other Placements
1252,107,germs cleaner,PHRASE
19300,107,germs cleaner,Top of Search
2562,107,germs disinfectant,EXACT
18305,107,germs disinfectant,Other Placements
472,107,germs disinfectant,PHRASE
32029,107,germs disinfectant,Top of Search
473,107,germs hand sanitizer,BROAD
478,107,germs hand sanitizer,EXACT
18310,107,germs hand sanitizer,Other Placements
480,107,germs hand sanitizer,PHRASE
18306,107,germs hand sanitizer,Top of Search
8534,107,get rid of germs,BROAD
29415,107,get rid of germs,Top of Search
9225,107,kill germs,BROAD
18656,107,kill germs,Other Placements
481,107,kill germs,PHRASE
18651,107,kill germs,Top of Search
486,107,kills germs,EXACT
18661,107,kills germs,Other Placements
18658,107,kills germs,Top of Search
5488,114,best all natural hand sanitizer,BROAD
24733,114,best all natural hand sanitizer,Top of Search
3867,114,clean and well products,EXACT
22345,114,clean and well products,Other Placements
31570,114,clean and well products,Top of Search
593,114,clean cleaners,BROAD
3875,114,clean cleaners,EXACT
17892,114,clean cleaners,Other Placements
2014,114,clean cleaners,PHRASE
17897,114,clean cleaners,Top of Search
10574,114,clean well,BROAD
598,114,clean well,EXACT
17919,114,clean well,Other Placements
2602,114,clean well,PHRASE
17923,114,clean well,Top of Search
1378,114,clean well all natural hand sanitizer,BROAD
1379,114,clean well all natural hand sanitizer,EXACT
18882,114,clean well all natural hand sanitizer,Other Placements
18883,114,clean well all natural hand sanitizer,Top of Search
9268,114,clean well cleaners,EXACT
29800,114,clean well cleaners,Other Placements
29801,114,clean well cleaners,Top of Search
4533,114,clean well foaming hand sanitizer,BROAD
17936,114,clean well foaming hand sanitizer,Other Placements
603,114,clean well foaming hand sanitizer,PHRASE
23333,114,clean well foaming hand sanitizer,Top of Search
2024,114,clean well hand sanitizer,BROAD
19972,114,clean well hand sanitizer,Other Placements
28102,114,clean well hand sanitizer,Top of Search
7942,114,clean well hand sanitizer canada,BROAD
28111,114,clean well hand sanitizer canada,Top of Search
9967,114,clean well hand sanitizers,BROAD
3896,114,clean well hand sanitizers,EXACT
22443,114,clean well hand sanitizers,Other Placements
3897,114,clean well hand sanitizers,PHRASE
30738,114,clean well hand sanitizers,Top of Search
604,114,clean well hand soap,BROAD
18893,114,clean well hand soap,Other Placements
17941,114,clean well hand soap,Top of Search
2027,114,clean well natural hand sanitizer,BROAD
8585,114,clean well natural hand sanitizer,EXACT
19978,114,clean well natural hand sanitizer,Other Placements
9974,114,clean well natural hand sanitizer,PHRASE
28977,114,clean well natural hand sanitizer,Top of Search
8589,114,clean well natural hand sanitizer ingredients,BROAD
28980,114,clean well natural hand sanitizer ingredients,Top of Search
605,114,clean well refill,EXACT
17944,114,clean well refill,Top of Search
8594,114,clean well sanitizer,BROAD
9977,114,clean well sanitizer,EXACT
28990,114,clean well sanitizer,Top of Search
9289,114,clean well sanitizer ingredients,BROAD
29844,114,clean well sanitizer ingredients,Top of Search
3902,114,clean well soap,PHRASE
22461,114,clean well soap,Top of Search
10597,114,clean well water,EXACT
31656,114,clean well water,Other Placements
2030,114,cleanwell,EXACT
17969,114,cleanwell,Other Placements
607,114,cleanwell,PHRASE
17970,114,cleanwell,Top of Search
6167,114,cleanwell all natural hand sanitizing wipes,EXACT
25534,114,cleanwell all natural hand sanitizing wipes,Other Placements
5027,114,cleanwell all natural hand sanitizing wipes,PHRASE
24208,114,cleanwell all natural hand sanitizing wipes,Top of Search
609,114,cleanwell antibacterial soap,BROAD
9300,114,cleanwell antibacterial soap,EXACT
24212,114,cleanwell antibacterial soap,Other Placements
17979,114,cleanwell antibacterial soap,Top of Search
5030,114,cleanwell antibacterial soap refill,BROAD
5031,114,cleanwell antibacterial soap refill,EXACT
24215,114,cleanwell antibacterial soap refill,Other Placements
5509,114,cleanwell botanical disinfectant ingredients,BROAD
24860,114,cleanwell botanical disinfectant ingredients,Top of Search
7951,114,cleanwell cleaning products,EXACT
28170,114,cleanwell cleaning products,Top of Search
1389,114,cleanwell company,PHRASE
18943,114,cleanwell company,Top of Search
2032,114,cleanwell disinfectant spray,EXACT
22503,114,cleanwell disinfectant spray,Other Placements
20023,114,cleanwell disinfectant spray,Top of Search
1390,114,cleanwell disinfecting wipes,BROAD
2613,114,cleanwell disinfecting wipes,EXACT
18949,114,cleanwell disinfecting wipes,Other Placements
18950,114,cleanwell disinfecting wipes,Top of Search
610,114,cleanwell foaming hand soap refill,EXACT
22511,114,cleanwell foaming hand soap refill,Other Placements
17984,114,cleanwell foaming hand soap refill,Top of Search
10614,114,cleanwell foaming refill,EXACT
31711,114,cleanwell foaming refill,Top of Search
3258,114,cleanwell foaming soap,EXACT
21643,114,cleanwell foaming soap,Other Placements
612,114,cleanwell hand sanitizer,BROAD
1398,114,cleanwell hand sanitizer,EXACT
18001,114,cleanwell hand sanitizer,Other Placements
617,114,cleanwell hand sanitizer,PHRASE
18006,114,cleanwell hand sanitizer,Top of Search
8622,114,cleanwell hand sanitizer ingredients,BROAD
29097,114,cleanwell hand sanitizer ingredients,Top of Search
3926,114,cleanwell hand sanitizer natural,EXACT
22548,114,cleanwell hand sanitizer natural,Other Placements
3927,114,cleanwell hand sanitizer orange vanilla,EXACT
22549,114,cleanwell hand sanitizer orange vanilla,Other Placements
5522,114,cleanwell hand sanitizer refill,BROAD
24900,114,cleanwell hand sanitizer refill,Top of Search
2048,114,cleanwell hand sanitizer spray,BROAD
3929,114,cleanwell hand sanitizer spray,EXACT
20081,114,cleanwell hand sanitizer spray,Other Placements
29112,114,cleanwell hand sanitizer spray,Top of Search
2049,114,cleanwell hand sanitizer travel,BROAD
6784,114,cleanwell hand sanitizer travel,EXACT
20082,114,cleanwell hand sanitizer travel,Other Placements
29117,114,cleanwell hand sanitizer travel,Top of Search
4547,114,cleanwell hand sanitizer travel size,BROAD
1399,114,cleanwell hand sanitizer travel size,EXACT
18990,114,cleanwell hand sanitizer travel size,Other Placements
23451,114,cleanwell hand sanitizer travel size,Top of Search
618,114,cleanwell hand sanitizer wipes,BROAD
10642,114,cleanwell hand sanitizer wipes,EXACT
31773,114,cleanwell hand sanitizer wipes,Other Placements
18011,114,cleanwell hand sanitizer wipes,Top of Search
619,114,cleanwell hand sanitizing wipes,BROAD
6181,114,cleanwell hand sanitizing wipes,EXACT
18012,114,cleanwell hand sanitizing wipes,Other Placements
22558,114,cleanwell hand sanitizing wipes,Top of Search
4550,114,cleanwell hand soap,BROAD
620,114,cleanwell hand soap,EXACT
18020,114,cleanwell hand soap,Other Placements
10650,114,cleanwell hand soap,PHRASE
18023,114,cleanwell hand soap,Top of Search
2636,114,cleanwell hand soap refill,BROAD
624,114,cleanwell hand soap refill,EXACT
19027,114,cleanwell hand soap refill,Other Placements
3942,114,cleanwell hand soap refill,PHRASE
18029,114,cleanwell hand soap refill,Top of Search
1411,114,cleanwell hand wipes,BROAD
626,114,cleanwell hand wipes,EXACT
19043,114,cleanwell hand wipes,Other Placements
7349,114,cleanwell hand wipes,PHRASE
18039,114,cleanwell hand wipes,Top of Search
2063,114,cleanwell natural foaming hand sanitizer,BROAD
3276,114,cleanwell natural foaming hand sanitizer,EXACT
20146,114,cleanwell natural foaming hand sanitizer,Other Placements
21725,114,cleanwell natural foaming hand sanitizer,Top of Search
8655,114,cleanwell natural hand sanitizer ingredients,BROAD
29180,114,cleanwell natural hand sanitizer ingredients,Top of Search
2639,114,cleanwell natural hand sanitizer spray,BROAD
25671,114,cleanwell natural hand sanitizer spray,Other Placements
6189,114,cleanwell natural hand sanitizer spray,PHRASE
20965,114,cleanwell natural hand sanitizer spray,Top of Search
4558,114,cleanwell natural hand sanitizing wipes,BROAD
7352,114,cleanwell natural hand sanitizing wipes,EXACT
27449,114,cleanwell natural hand sanitizing wipes,Other Placements
23508,114,cleanwell natural hand sanitizing wipes,Top of Search
627,114,cleanwell refill,EXACT
24954,114,cleanwell refill,Other Placements
18047,114,cleanwell refill,Top of Search
1412,114,cleanwell sanitizer,EXACT
20972,114,cleanwell sanitizer,Other Placements
8662,114,cleanwell sanitizer,PHRASE
19062,114,cleanwell sanitizer,Top of Search
629,114,cleanwell soap,EXACT
28356,114,cleanwell soap,Other Placements
18058,114,cleanwell soap,Top of Search
3954,114,cleanwell soap refill,EXACT
22633,114,cleanwell soap refill,Other Placements
22635,114,cleanwell soap refill,Top of Search
2646,114,cleanwell travel wipes,BROAD
3956,114,cleanwell travel wipes,EXACT
20993,114,cleanwell travel wipes,Other Placements
633,114,cleanwell wipes,EXACT
19091,114,cleanwell wipes,Other Placements
1418,114,cleanwell wipes,PHRASE
18073,114,cleanwell wipes,Top of Search
10681,114,cleanwell wipes travel,PHRASE
31882,114,cleanwell wipes travel,Top of Search
10031,114,cleanwelltoday.com,BROAD
30994,114,cleanwelltoday.com,Top of Search
188793,1223,*,-
63256,1223,close-match,-
63266,1223,complements,-
63261,1223,loose-match,-
63269,1223,substitutes,-
66389,1226,7 generation hand soap,EXACT
298528,1226,7 generation hand soap,PHRASE
288277,1226,7th generation hand soap,BROAD
66374,1226,7th generation hand soap,EXACT
230841,1226,7th generation hand soap,PHRASE
83867,1226,7th generation hand soap refill,EXACT
83949,1226,7th generation hand soap unscented,EXACT
283777,1226,7th generation hand wash,BROAD
66400,1226,7th generation hand wash,EXACT
264607,1226,7th generation hand wash,PHRASE
65521,1226,7th generation handsoap,EXACT
269811,1226,7th generation handsoap,PHRASE
66392,1226,7th generation liquid hand soap,EXACT
66329,1226,alcohol free germ x,BROAD
284167,1226,baby ganics hand sanitizer,BROAD
66309,1226,babyganic foaming hand sanitizer,EXACT
65438,1226,babyganic foaming hand soap,EXACT
84034,1226,babyganic foaming hand soap,PHRASE
65504,1226,babyganic hand sanitizer,EXACT
288276,1226,babyganic hand sanitizer refill,BROAD
84050,1226,babyganic hand sanitizer refill,PHRASE
229759,1226,babyganic hand soap,BROAD
66268,1226,babyganic hand soap,EXACT
180835,1226,babyganica hand,BROAD
258847,1226,babyganica hand,EXACT
172092,1226,babyganica hand,PHRASE
74930,1226,babyganica hand sanitizer,EXACT
111463,1226,babyganica hand sanitizer,PHRASE
65510,1226,babyganicf foaming hand soap,EXACT
283769,1226,babyganicf hand sanitizer,BROAD
66393,1226,babyganicf hand sanitizer,EXACT
160734,1226,babyganicf hand sanitizer,PHRASE
66319,1226,babyganicf hand soap,EXACT
283770,1226,babyganics alcohol free hand sanitizer,BROAD
66305,1226,babyganics alcohol free hand sanitizer,EXACT
74846,1226,babyganics face hand,EXACT
111374,1226,babyganics face hand,PHRASE
293065,1226,babyganics foam hand sanitizer,BROAD
74974,1226,babyganics foam hand sanitizer,EXACT
150400,1226,babyganics foam hand sanitizer,PHRASE
84012,1226,babyganics foam hand sanitizer refill,EXACT
83963,1226,babyganics foam hand soap,EXACT
66342,1226,babyganics foam sanitizer,BROAD
66420,1226,babyganics foaming hand sanitizer,PHRASE
66282,1226,babyganics foaming hand sanitizer refill,EXACT
101174,1226,babyganics foaming hand soap refill,EXACT
65533,1226,babyganics hand,BROAD
66289,1226,babyganics hand,EXACT
66422,1226,babyganics hand,PHRASE
74965,1226,babyganics hand face,EXACT
131144,1226,babyganics hand face,PHRASE
283763,1226,babyganics hand sanitizer,BROAD
73931,1226,babyganics hand sanitizer,PHRASE
206992,1226,babyganics hand sanitizer fragrance free,EXACT
65432,1226,babyganics hand sanitizer mandarin,EXACT
293606,1226,babyganics hand sanitizer mandarin,PHRASE
288256,1226,babyganics hand sanitizer pump,BROAD
74890,1226,babyganics hand sanitizer pump,EXACT
66283,1226,babyganics hand sanitizer refil,EXACT
66347,1226,babyganics hand sanitizer refill,EXACT
102318,1226,babyganics hand sanitizer refill mandarin,EXACT
288258,1226,babyganics hand sanitizer wipe,BROAD
66364,1226,babyganics hand sanitizer wipe,EXACT
73903,1226,babyganics hand sanitizer wipe,PHRASE
65531,1226,babyganics hand sanitizing,BROAD
66331,1226,babyganics hand sanitizing,EXACT
65499,1226,babyganics hand sanitizing,PHRASE
293042,1226,babyganics hand sanitzer,BROAD
65428,1226,babyganics hand sanitzer,EXACT
75008,1226,babyganics hand sanitzer,PHRASE
288257,1226,babyganics hand santizer,BROAD
66346,1226,babyganics hand santizer,EXACT
73902,1226,babyganics hand santizer,PHRASE
65465,1226,babyganics hand soap,PHRASE
112410,1226,babyganics hand soap fragrance free,EXACT
66286,1226,babyganics hand soap refill,EXACT
101219,1226,babyganics hand wash,BROAD
66304,1226,babyganics hand wash,EXACT
102341,1226,babyganics hand wash,PHRASE
65542,1226,babyganics hand wipe,BROAD
66359,1226,babyganics hand wipe,EXACT
65437,1226,babyganics hand wipe,PHRASE
66264,1226,babyganics handsanitizer,EXACT
65431,1226,babyganics handsanitizer,PHRASE
83079,1226,babyganics handsoap,BROAD
66288,1226,babyganics handsoap,EXACT
112575,1226,babyganics handsoap,PHRASE
264194,1226,babyganics handwash,BROAD
220421,1226,babyganics handwash,EXACT
82979,1226,babyganics refill hand sanitizer,EXACT
212090,1226,babyganics travel hand sanitizer,BROAD
73889,1226,babyganics travel hand sanitizer,EXACT
298008,1226,babygenics hand sanitizer,BROAD
66315,1226,babygenics hand sanitizer,EXACT
170775,1226,babygenics hand sanitizer,PHRASE
65515,1226,clorox,EXACT
66414,1226,clorox,PHRASE
66353,1226,clorox wipes,BROAD
65452,1226,clorox wipes,EXACT
66406,1226,clorox wipes,PHRASE
74887,1226,eo hand sanitizer,BROAD
283644,1226,eo hand sanitizer,EXACT
75009,1226,eo hand sanitizer,PHRASE
284278,1226,germ x hand foam sanitizer,BROAD
83947,1226,germ-x,BROAD
65470,1226,germ-x,EXACT
66434,1226,germ-x,PHRASE
284132,1226,germ-x hand sanitizer,BROAD
73937,1226,germ-x hand sanitizer,EXACT
284320,1226,germ-x hand sanitizer,PHRASE
74941,1226,hand sanitizer babyganics fragrance free,EXACT
66263,1226,lysol,BROAD
65425,1226,lysol,EXACT
66412,1226,lysol,PHRASE
249511,1226,lysol handi-pack disinfecting wipes,EXACT
74867,1226,puracy foam hand soap,EXACT
66326,1226,puracy foaming hand soap,EXACT
84027,1226,puracy foaming hand soap,PHRASE
66372,1226,puracy foaming hand soap refill,EXACT
66280,1226,puracy foaming hand wash,EXACT
65537,1226,puracy hand,BROAD
66337,1226,puracy hand,EXACT
