id,campaign,term,match_type
119327,1237,clean hand sanitizer,BROAD
120919,1237,clean hand sanitizer,EXACT
65047,1237,clean hand sanitizer,PHRASE
71998,1237,clean well,BROAD
63805,1237,clean well,EXACT
65036,1237,clean well,PHRASE
81135,1237,clean well all natural hand,BROAD
247364,1237,clean well cleaning wipes,BROAD
65573,1237,clean well cleaning wipes,EXACT
63811,1237,clean well foam,EXACT
65016,1237,clean well foam,PHRASE
130696,1237,clean well foam hand sanitizer,PHRASE
256227,1237,clean well foaming,BROAD
65046,1237,clean well foaming,EXACT
65026,1237,clean well foaming,PHRASE
287093,1237,clean well foaming hand sanitizer,BROAD
278257,1237,clean well foaming hand sanitizer,EXACT
71919,1237,clean well foaming sanitizer,EXACT
109324,1237,clean well hand,BROAD
71997,1237,clean well hand,EXACT
65074,1237,clean well hand,PHRASE
63812,1237,clean well hand sanitizer,BROAD
63793,1237,clean well hand sanitizer,EXACT
158779,1237,clean well hand sanitizing,BROAD
63781,1237,clean well hand sanitizing,EXACT
100685,1237,clean well hand sanitizing,PHRASE
71984,1237,clean well hand sanitizing wipes,BROAD
71973,1237,clean well hand sanitizing wipes,EXACT
278248,1237,clean well hand spray,BROAD
63804,1237,clean well hand spray,EXACT
178822,1237,clean well hand wipes,BROAD
63730,1237,clean well hand wipes,EXACT
82512,1237,clean well hand wipes,PHRASE
81121,1237,clean well natural foaming hand,EXACT
63740,1237,clean well natural hand sanitizer,BROAD
71986,1237,clean well natural hand sanitizer,EXACT
301864,1237,clean well natural hand sanitizer,PHRASE
71929,1237,clean well orange,EXACT
65587,1237,clean well orange,PHRASE
149917,1237,clean well pump,EXACT
110879,1237,clean well pump,PHRASE
268730,1237,clean well sanitizer,BROAD
63762,1237,clean well sanitizer,EXACT
65564,1237,clean well sanitizer,PHRASE
268781,1237,clean well sanitizing wipes,BROAD
65076,1237,clean well sanitizing wipes,EXACT
91123,1237,clean well sanitizing wipes,PHRASE
158749,1237,clean well spray,BROAD
63739,1237,clean well spray,EXACT
82585,1237,clean well spray,PHRASE
239146,1237,clean well travel,EXACT
111528,1237,clean well travel,PHRASE
63747,1237,clean well wipes,EXACT
110863,1237,clean well wipes,PHRASE
63752,1237,cleanwell,EXACT
65030,1237,cleanwell,PHRASE
178784,1237,cleanwell botanical disinfecting wipes,BROAD
65054,1237,cleanwell botanical disinfecting wipes,EXACT
91075,1237,cleanwell botanical disinfecting wipes,PHRASE
63774,1237,cleanwell botanical wipes,BROAD
65578,1237,cleanwell botanical wipes,EXACT
100611,1237,cleanwell botanical wipes,PHRASE
178762,1237,cleanwell disinfectant spray,BROAD
63743,1237,cleanwell disinfectant spray,EXACT
170270,1237,cleanwell disinfectant spray,PHRASE
247334,1237,cleanwell disinfectant wipes,BROAD
65060,1237,cleanwell disinfectant wipes,EXACT
218962,1237,cleanwell disinfectant wipes,PHRASE
291825,1237,cleanwell disinfecting wipes,BROAD
63758,1237,cleanwell disinfecting wipes,EXACT
83146,1237,cleanwell disinfecting wipes,PHRASE
65015,1237,cleanwell foam,EXACT
65004,1237,cleanwell foam,PHRASE
63738,1237,cleanwell foam hand sanitizer,BROAD
63803,1237,cleanwell foam hand sanitizer,EXACT
180244,1237,cleanwell foam hand sanitizer,PHRASE
63746,1237,cleanwell foaming,BROAD
63765,1237,cleanwell foaming,EXACT
91080,1237,cleanwell foaming,PHRASE
63782,1237,cleanwell foaming hand,BROAD
65555,1237,cleanwell foaming hand,EXACT
65009,1237,cleanwell foaming hand,PHRASE
214780,1237,cleanwell foaming hand sanitizer,BROAD
63789,1237,cleanwell foaming hand sanitizer,EXACT
305361,1237,cleanwell foaming hand sanitizer,PHRASE
98998,1237,cleanwell foaming soap,BROAD
74027,1237,cleanwell foaming soap,EXACT
65028,1237,cleanwell foaming soap,PHRASE
227459,1237,cleanwell hand,BROAD
65049,1237,cleanwell hand,EXACT
65583,1237,cleanwell hand,PHRASE
81154,1237,cleanwell hand foam,BROAD
82563,1237,cleanwell hand foam,PHRASE
214761,1237,cleanwell hand sanitizer,BROAD
74052,1237,cleanwell hand sanitizer,EXACT
214952,1237,cleanwell hand sanitizer,PHRASE
63773,1237,cleanwell hand sanitizer alcohol free,BROAD
301267,1237,cleanwell hand sanitizer orange,BROAD
119304,1237,cleanwell hand sanitizer orange,EXACT
288006,1237,cleanwell hand sanitizer orange,PHRASE
138931,1237,cleanwell hand sanitizer spray,BROAD
71930,1237,cleanwell hand sanitizer spray,EXACT
274862,1237,cleanwell hand sanitizer spray,PHRASE
119407,1237,cleanwell hand sanitizer wipes,EXACT
301894,1237,cleanwell hand sanitizer wipes,PHRASE
63772,1237,cleanwell hand sanitizing wipes,BROAD
65558,1237,cleanwell hand sanitizing wipes,EXACT
65081,1237,cleanwell hand sanitizing wipes,PHRASE
263100,1237,cleanwell hand soap,BROAD
63784,1237,cleanwell hand soap,EXACT
73398,1237,cleanwell hand soap,PHRASE
72007,1237,cleanwell hand spray,BROAD
65072,1237,cleanwell hand spray,EXACT
71948,1237,cleanwell hand wipes,BROAD
63775,1237,cleanwell hand wipes,EXACT
65061,1237,cleanwell hand wipes,PHRASE
203120,1237,cleanwell natural foaming hand sanitizer,EXACT
160856,1237,cleanwell natural foaming hand sanitizer,PHRASE
214764,1237,cleanwell natural hand sanitizer,BROAD
89593,1237,cleanwell natural hand sanitizer,EXACT
214934,1237,cleanwell natural hand sanitizer,PHRASE
148696,1237,cleanwell natural hand sanitizer spray,BROAD
263108,1237,cleanwell natural hand sanitizer spray,EXACT
121525,1237,cleanwell natural hand sanitizer spray,PHRASE
119298,1237,cleanwell natural hand sanitizing wipes,BROAD
63736,1237,cleanwell natural hand sanitizing wipes,EXACT
63790,1237,cleanwell orange,EXACT
91060,1237,cleanwell orange,PHRASE
168718,1237,cleanwell orange vanilla,BROAD
65569,1237,cleanwell orange vanilla,EXACT
65003,1237,cleanwell orange vanilla,PHRASE
178754,1237,cleanwell pack 6,BROAD
63768,1237,cleanwell sanitizer,EXACT
65567,1237,cleanwell sanitizer,PHRASE
263146,1237,cleanwell sanitizing wipes,BROAD
64999,1237,cleanwell sanitizing wipes,EXACT
248938,1237,cleanwell sanitizing wipes,PHRASE
65018,1237,cleanwell soap,EXACT
65574,1237,cleanwell soap,PHRASE
65024,1237,cleanwell spray,EXACT
65070,1237,cleanwell sprays,PHRASE
65063,1237,cleanwell wipes,EXACT
65042,1237,cleanwell wipes,PHRASE
81075,1237,cleanwell wipes travel,BROAD
64997,1237,cleanwell wipes travel,EXACT
65062,1237,cleanwell wipes travel,PHRASE
63799,1237,sanitizer spray cleanwell,BROAD
292855,1237,sanitizer spray cleanwell,EXACT
82548,1237,sanitizer spray cleanwell,PHRASE
69616,1238,#NAME?,EXACT
61292,1238,#NAME?,PHRASE
154750,1238,#NAME?,BROAD
62037,1238,#NAME?,EXACT
61398,1238,35 count disinfectant wipes,BROAD
69216,1238,35 count lysol wipes,BROAD
213788,1238,7th generation disinfectant wipes,EXACT
61425,1238,alcohol free disinfecting wipes,BROAD
61382,1238,all natural antibacterial wipes,BROAD
61952,1238,all natural cleaner,BROAD
62021,1238,all natural cleaner,EXACT
61309,1238,all natural cleaner,PHRASE
212993,1238,all natural cleaner disinfect,EXACT
61944,1238,all natural cleaner spray,BROAD
62077,1238,all natural cleaner spray,EXACT
61305,1238,all natural cleaner spray,PHRASE
153657,1238,all natural cleaning wipes,BROAD
207956,1238,all natural cleaning wipes,EXACT
62031,1238,all natural disinfectant wipes,BROAD
61362,1238,all natural disinfecting wipes,BROAD
208747,1238,all natural floor cleaner,EXACT
205229,1238,all natural hand wipes,EXACT
209737,1238,all natural sanitizing wipes,EXACT
61978,1238,all natural wipes cleaning,BROAD
205200,1238,all natural wipes cleaning,EXACT
265003,1238,all purpose organic cleaner,EXACT
61990,1238,all purpose wipes natural,BROAD
69336,1238,animal safe cleaning wipes,BROAD
280129,1238,antibacterial cleaner natural,EXACT
61895,1238,antibacterial cleaning wipes,BROAD
205204,1238,antibacterial cleaning wipes,EXACT
68314,1238,antibacterial disinfectant wipes,BROAD
305922,1238,antibacterial lens cleaning wipes,EXACT
61375,1238,antibacterial surface wipes,BROAD
114661,1238,antibacterial surface wipes natural,BROAD
208751,1238,antibacterial wipes,BROAD
208801,1238,antibacterial wipes,EXACT
208778,1238,antibacterial wipes,PHRASE
213785,1238,antibacterial wipes for kids,EXACT
205219,1238,antibacterial wipes kids,EXACT
155001,1238,antibacterial wipes natural,BROAD
207970,1238,antibacterial wipes natural,EXACT
212906,1238,antibacterial wipes non toxic,BROAD
61872,1238,antibacterial wipes organic,BROAD
105691,1238,baby disinfect wipes,BROAD
145276,1238,baby disinfect wipes,EXACT
61937,1238,baby disinfectant spray,BROAD
61410,1238,baby disinfectant wipes,BROAD
62105,1238,baby disinfectant wipes,EXACT
61306,1238,baby disinfectant wipes,PHRASE
61909,1238,baby disinfecting wipes,BROAD
62085,1238,baby disinfecting wipes,EXACT
77959,1238,baby disinfecting wipes,PHRASE
280198,1238,baby organics cleaning wipes,EXACT
69582,1238,baby safe disinfecting wipes,BROAD
69242,1238,baby sanitizer spray,BROAD
212201,1238,baby toys disinfectant wipes,EXACT
62143,1238,barbicide disinfectant wipes,EXACT
95951,1238,bathroom cleaning wipes natural,BROAD
62060,1238,biodegradable antibacterial wipes,BROAD
61963,1238,biodegradable cleaning wipes,BROAD
207002,1238,biodegradable cleaning wipes,EXACT
61907,1238,biodegradable disinfectant wipes,BROAD
61956,1238,biodegradable disinfecting wipes,BROAD
69238,1238,biodegradable sanitizing wipes,BROAD
75155,1238,biodegradable wipes,BROAD
75161,1238,biodegradable wipes,EXACT
75158,1238,biodegradable wipes,PHRASE
61354,1238,biokleen wipes,BROAD
151584,1238,bleach free disinfectant wipes,BROAD
102604,1238,bleach free disinfectant wipes,EXACT
279940,1238,bleach free disinfectant wipes,PHRASE
185469,1238,bleach plant based,BROAD
105499,1238,botanical cleaning wipes,BROAD
94848,1238,botanical disinfectant wipes,BROAD
61387,1238,botanical disinfecting wipes,BROAD
61853,1238,botanical wipes,BROAD
208255,1238,chemical free cleaning wipes,BROAD
209745,1238,chemical free cleaning wipes,EXACT
124655,1238,chemical free disinfecting wipes,BROAD
250895,1238,chemical free disinfecting wipes,EXACT
61363,1238,child safe disinfecting wipes,BROAD
94831,1238,clean disinfectant wipes,BROAD
61947,1238,clean disinfecting wipes,BROAD
61997,1238,clean green,BROAD
61912,1238,clean green wipes,BROAD
68322,1238,clean well,BROAD
299779,1238,clean well botanical disinfectant wipes,BROAD
209050,1238,clean well botanical wipes,BROAD
153603,1238,clean well disinfectant wipes,BROAD
104539,1238,clean well disinfecting wipes,BROAD
68335,1238,clean well sanitizing wipes,BROAD
205192,1238,clean well sanitizing wipes,EXACT
61868,1238,clean well wipes,BROAD
204443,1238,clean well wipes,EXACT
207027,1238,cleaner wipes non toxic,EXACT
212189,1238,cleaning wipes all natural,EXACT
77809,1238,cleaning wipes chemical free,BROAD
205213,1238,cleaning wipes disinfecting,EXACT
205231,1238,cleaning wipes natural,EXACT
270794,1238,cleaning wipes natural disinfect,EXACT
61941,1238,cleaning wipes safe,BROAD
61377,1238,cleaning wipes seventh generation,BROAD
205202,1238,cleaning wipes seventh generation,EXACT
154814,1238,cleansing wipes kitchen,BROAD
61406,1238,cleanwell,BROAD
204440,1238,cleanwell,EXACT
144720,1238,cleanwell botanical,BROAD
61886,1238,cleanwell wipes,BROAD
266898,1238,cleanwell wipes travel,BROAD
270731,1238,clorox disinfecting wipes value,EXACT
250933,1238,clorox hydrogen peroxide disinfecting wipes,EXACT
61370,1238,clorox wipes green,BROAD
259491,1238,clotox disinfecting wipes,EXACT
185455,1238,compostable disinfecting wipes,BROAD
205218,1238,compostable wipes,EXACT
77901,1238,compostable wipes cleaning,BROAD
209857,1238,counter wipes,BROAD
208804,1238,counter wipes,EXACT
209858,1238,counter wipes,PHRASE
175524,1238,cpap wipes disinfectant,BROAD
62132,1238,cpap wipes disinfectant,EXACT
242786,1238,cpap wipes disinfectant,PHRASE
154749,1238,cruelty free cleaning wipes,BROAD
69451,1238,cruelty free disinfectant wipes,BROAD
144838,1238,cruelty free disinfecting wipes,BROAD
61930,1238,disinfect wipes,BROAD
62027,1238,disinfect wipes,EXACT
61320,1238,disinfect wipes,PHRASE
264933,1238,disinfectant gym equipment wipes,EXACT
61402,1238,disinfectant natural,BROAD
220765,1238,disinfectant no bleach,BROAD
275545,1238,disinfectant no bleach,PHRASE
216178,1238,disinfectant surface wipes,EXACT
208842,1238,disinfectant wipe,BROAD
208811,1238,disinfectant wipe,EXACT
208814,1238,disinfectant wipe,PHRASE
61891,1238,disinfectant wipes,BROAD
62111,1238,disinfectant wipes,EXACT
62100,1238,disinfectant wipes,PHRASE
134295,1238,disinfectant wipes bulk,BROAD
62063,1238,disinfectant wipes bulk,EXACT
62005,1238,disinfectant wipes bulk,PHRASE
214533,1238,disinfectant wipes green,BROAD
124585,1238,disinfectant wipes individually wrapped,PHRASE
155318,1238,disinfectant wipes natural,BROAD
298616,1238,disinfectant wipes no alcohol,EXACT
270346,1238,disinfectant wipes no bleach,BROAD
141826,1238,disinfectant wipes no bleach,EXACT
241044,1238,disinfectant wipes no bleach,PHRASE
212190,1238,disinfectant wipes organic,EXACT
134261,1238,disinfectant wipes travel,BROAD
62070,1238,disinfectant wipes travel,EXACT
61295,1238,disinfectant wipes travel,PHRASE
61850,1238,disinfecting cleaning wipes,BROAD
213790,1238,disinfecting hand wipes travel,EXACT
259409,1238,disinfecting multi surface wipes,EXACT
207406,1238,disinfecting natural wipes,BROAD
250931,1238,disinfecting wet wipes,EXACT
208849,1238,disinfecting wipe,BROAD
204445,1238,disinfecting wipe,EXACT
61860,1238,disinfecting wipes,BROAD
62006,1238,disinfecting wipes,EXACT
61327,1238,disinfecting wipes,PHRASE
62066,1238,disinfecting wipes 35 count,BROAD
250934,1238,disinfecting wipes alcohol,EXACT
259287,1238,disinfecting wipes baby safe,EXACT
206076,1238,disinfecting wipes biodegradable,EXACT
61368,1238,disinfecting wipes bulk,BROAD
62139,1238,disinfecting wipes bulk,EXACT
62098,1238,disinfecting wipes bulk,PHRASE
207017,1238,disinfecting wipes clorox,EXACT
253452,1238,disinfecting wipes eco,BROAD
264876,1238,disinfecting wipes eco friendly,EXACT
207957,1238,disinfecting wipes for electronics,EXACT
204442,1238,disinfecting wipes in bulk,EXACT
68181,1238,disinfecting wipes individually wrapped,PHRASE
61349,1238,disinfecting wipes natural,BROAD
62074,1238,disinfecting wipes natural,EXACT
61300,1238,disinfecting wipes natural,PHRASE
61899,1238,disinfecting wipes non toxic,BROAD
206092,1238,disinfecting wipes non toxic,EXACT
259471,1238,disinfecting wipes pack,EXACT
270566,1238,disinfecting wipes school,EXACT
61918,1238,disinfecting wipes seventh generation,BROAD
264903,1238,disinfecting wipes subscribe and save,EXACT
95875,1238,disinfecting wipes travel,BROAD
62121,1238,disinfecting wipes travel,EXACT
62147,1238,disinfecting wipes travel,PHRASE
204449,1238,disinfecting wipes travel pack,EXACT
250952,1238,disinfecting wipes travel size,EXACT
305849,1238,disinfection phone wipes,EXACT
175573,1238,disinfection wipes,BROAD
115883,1238,disinfection wipes,EXACT
68245,1238,disinfection wipes,PHRASE
213787,1238,dog disinfectant wipes,EXACT
61914,1238,eco cleaning wipes,BROAD
250889,1238,eco disinfecting wipes,EXACT
185546,1238,eco friendly cleaning products,BROAD
62049,1238,eco friendly cleaning products,EXACT
61331,1238,eco friendly cleaning products,PHRASE
69251,1238,eco friendly cleaning solution,BROAD
69571,1238,eco friendly cleaning solution,EXACT
68183,1238,eco friendly cleaning solution,PHRASE
205230,1238,eco friendly disinfecting wipes,EXACT
61905,1238,eo all purpose wipes,BROAD
62096,1238,flexwipes disinfectant wipes,EXACT
61903,1238,food safe disinfectant wipes,BROAD
61421,1238,green cleaning wipes,BROAD
96259,1238,green disinfectant wipes,BROAD
204448,1238,green disinfectant wipes,EXACT
76915,1238,green disinfecting wipes,BROAD
61933,1238,green wipes,BROAD
264877,1238,greenworks disinfecting wipes,EXACT
68275,1238,gym disinfectant wipes,BROAD
62097,1238,gym disinfectant wipes,EXACT
76787,1238,gym disinfectant wipes,PHRASE
61855,1238,gym disinfecting wipes,BROAD
62125,1238,gym disinfecting wipes,EXACT
114609,1238,gym disinfecting wipes,PHRASE
206080,1238,gym equipment disinfectant wipes,EXACT
264966,1238,gym equipment disinfecting wipes,EXACT
213789,1238,hand disinfectant wipes,EXACT
61967,1238,hand disinfecting wipes,BROAD
62089,1238,hand disinfecting wipes,EXACT
76795,1238,hand disinfecting wipes,PHRASE
61345,1238,hand sanitizer wipes natural,BROAD
68297,1238,hand sanitizing wipes natural,BROAD
61376,1238,hand sanitizing wipes organic,BROAD
61341,1238,hand wipes natural,BROAD
250866,1238,hand wipes natural,EXACT
302307,1238,hdx antibacterial disinfectant wipes,EXACT
144985,1238,healthy cleaning,BROAD
186048,1238,healthy cleaning,EXACT
261258,1238,healthy cleaning products,BROAD
185935,1238,healthy cleaning products,EXACT
260657,1238,healthy cleaning products,PHRASE
204828,1238,healthy cleaning spray,BROAD
78081,1238,healthy cleaning spray,EXACT
289760,1238,healthy cleaning spray,PHRASE
144846,1238,healthy cleaning wipes,BROAD
135362,1238,household wipes natural,BROAD
265060,1238,household wipes natural,EXACT
264908,1238,ipad disinfecting wipes,EXACT
105788,1238,kid friendly cleaning wipes,BROAD
61383,1238,kid safe disinfectant wipes,BROAD
61339,1238,kid safe disinfecting wipes,BROAD
61882,1238,kid safe wipes,BROAD
275762,1238,kid safe wipes,EXACT
61986,1238,kids antibacterial wipes,BROAD
61359,1238,kids disinfecting wipes,BROAD
68261,1238,kids sanitizing wipes,BROAD
69259,1238,kitchen wipes natural,BROAD
135307,1238,lysol 35 wipes,BROAD
134237,1238,lysol disinfectant wipes 35,BROAD
250890,1238,lysol dual action disinfecting wipes,EXACT
275775,1238,manduka organic mat cleaner,EXACT
223920,1238,medical disinfectant wipes,BROAD
62092,1238,medical disinfectant wipes,EXACT
62082,1238,medical disinfecting wipes,EXACT
175964,1238,medical grade disinfectant wipes,EXACT
61371,1238,method cleaning wipes,BROAD
205206,1238,method cleaning wipes,EXACT
206079,1238,method disinfecting wipes,EXACT
250906,1238,method lavendar wipes,EXACT
61864,1238,method wipes,BROAD
205232,1238,method wipes,EXACT
270662,1238,multipurpose cleaner organic,EXACT
153659,1238,natural antibacterial cleaning wipes,BROAD
205747,1238,natural antibacterial wipes,BROAD
207013,1238,natural antibacterial wipes,EXACT
175659,1238,natural antibacterial wipes travel,BROAD
95938,1238,natural bathroom cleaner,BROAD
62106,1238,natural bathroom cleaner,EXACT
61316,1238,natural bathroom cleaner,PHRASE
185496,1238,natural bathroom spray,BROAD
96229,1238,natural bathroom spray,EXACT
145379,1238,natural bathroom spray,PHRASE
95933,1238,natural cleaner,BROAD
61301,1238,natural cleaner,PHRASE
61945,1238,natural cleaner spray,BROAD
69436,1238,natural cleaner spray,EXACT
76771,1238,natural cleaner spray,PHRASE
61337,1238,natural cleaner wipes,BROAD
207965,1238,natural cleaner wipes,EXACT
61993,1238,natural cleaners,BROAD
153515,1238,natural cleaners,PHRASE
185454,1238,natural cleaners for home,BROAD
62044,1238,natural cleaners for home,EXACT
104472,1238,natural cleaners for home,PHRASE
207966,1238,natural cleaning products disinfectant,EXACT
61928,1238,natural cleaning solutions,BROAD
234714,1238,natural cleaning solutions,EXACT
104482,1238,natural cleaning solutions,PHRASE
61982,1238,natural cleaning spray,BROAD
62119,1238,natural cleaning spray,EXACT
61307,1238,natural cleaning spray,PHRASE
155006,1238,natural cleaning wipes,BROAD
204439,1238,natural cleaning wipes,EXACT
61356,1238,natural cleaning wipes disinfecting,BROAD
207019,1238,natural cleaning wipes disinfecting,EXACT
95975,1238,natural counter wipes,BROAD
208746,1238,natural counter wipes,EXACT
61916,1238,natural disenfectant wipes,BROAD
69244,1238,natural disenfectig wipes,BROAD
62109,1238,natural disenfecting wipes,BROAD
212986,1238,natural disinfectant,BROAD
62024,1238,natural disinfectant,EXACT
61312,1238,natural disinfectant,PHRASE
68282,1238,natural disinfectant wipes,BROAD
62116,1238,natural disinfectant wipes,EXACT
68244,1238,natural disinfectant wipes,PHRASE
61394,1238,natural disinfecting,BROAD
215063,1238,natural disinfecting,EXACT
209877,1238,natural disinfecting,PHRASE
61418,1238,natural disinfecting cleaner,BROAD
206060,1238,natural disinfecting cleaner,EXACT
206111,1238,natural disinfecting spray,EXACT
206453,1238,natural disinfecting wipes,BROAD
62001,1238,natural disinfecting wipes,EXACT
61323,1238,natural disinfecting wipes,PHRASE
270648,1238,natural floor cleaner wood,EXACT
204842,1238,natural hand wipes,BROAD
62104,1238,natural hand wipes antibacterial,BROAD
213032,1238,natural home cleaners,EXACT
76779,1238,natural home cleaners,PHRASE
214996,1238,natural kitchen cleaner,EXACT
213767,1238,natural safe cleaners,EXACT
61379,1238,natural sanitizing wipes,BROAD
61856,1238,natural surface wipes,BROAD
204441,1238,natural surface wipes,EXACT
61414,1238,natural wipes cleaning,BROAD
208219,1238,natural wipes disinfecting,BROAD
207961,1238,natural wipes disinfecting,EXACT
102595,1238,no alcohol,BROAD
102599,1238,no alcohol,PHRASE
207946,1238,no bleach,BROAD
102596,1238,no bleach,PHRASE
182081,1238,no chlorine,BROAD
102598,1238,no chlorine,PHRASE
69334,1238,non toxic antibacterial wipes,BROAD
61974,1238,non toxic cleaner,BROAD
62136,1238,non toxic cleaner,EXACT
62145,1238,non toxic cleaner,PHRASE
61958,1238,non toxic cleaner spray,BROAD
155087,1238,non toxic cleaner spray,EXACT
209092,1238,non toxic cleaners,BROAD
277005,1238,non toxic cleaners,EXACT
272219,1238,non toxic cleaners for home,BROAD
96247,1238,non toxic cleaners for home,EXACT
185689,1238,non toxic cleaners for the house,BROAD
78063,1238,non toxic cleaners for the house,EXACT
61390,1238,non toxic cleaning wipes,BROAD
206081,1238,non toxic cleaning wipes,EXACT
61960,1238,non toxic disinfectant wipes,BROAD
205205,1238,non toxic disinfectant wipes,EXACT
205189,1238,non toxic disinfecting wipes,EXACT
61951,1238,non toxic sanitizing wipes,BROAD
61874,1238,non toxic wipes,BROAD
62036,1238,nontoxic cleaning wipes,BROAD
207011,1238,organic all purpose cleaner,EXACT
69271,1238,organic antibacterial hand wipes,BROAD
206062,1238,organic antibacterial wipes,EXACT
61922,1238,organic cleaner,BROAD
208260,1238,organic cleaner,EXACT
154868,1238,organic cleaners,BROAD
62040,1238,organic cleaners,EXACT
61290,1238,organic cleaners,PHRASE
281041,1238,organic cleaners for home,BROAD
78055,1238,organic cleaners for home,EXACT
69236,1238,organic cleaning products,BROAD
62045,1238,organic cleaning products,EXACT
85935,1238,organic cleaning products,PHRASE
272224,1238,organic cleaning products all purpose,BROAD
135731,1238,organic cleaning products all purpose,EXACT
175656,1238,organic cleaning products antibacterial,BROAD
185655,1238,organic cleaning products bathroom,BROAD
185843,1238,organic cleaning products bathroom,EXACT
153506,1238,organic cleaning products bathroom,PHRASE
61333,1238,organic cleaning wipes,BROAD
62062,1238,organic cleaning wipes disinfecting,BROAD
305811,1238,organic disinfect wipes,EXACT
68287,1238,organic disinfectant wipes,BROAD
62034,1238,organic disinfectant wipes,EXACT
62012,1238,organic disinfectant wipes,PHRASE
209037,1238,organic disinfecting wipes,BROAD
62079,1238,organic disinfecting wipes,EXACT
62094,1238,organic disinfecting wipes,PHRASE
207040,1238,organic household cleaners,EXACT
250880,1238,organic multi purpose cleaner,EXACT
61910,1238,organic sanitizing wipes,BROAD
205233,1238,organic sanitizing wipes,EXACT
175913,1238,organic travel sanitizing wipes,BROAD
61878,1238,organic wipes disinfecting,BROAD
204444,1238,organic wipes disinfecting,EXACT
61926,1238,pet safe disinfecting wipes,BROAD
174364,1238,phone disinfecting wipes,BROAD
62056,1238,phone disinfecting wipes,EXACT
176030,1238,phone disinfecting wipes,PHRASE
61971,1238,plant based cleaning wipes,BROAD
206075,1238,plant based cleaning wipes,EXACT
78088,1238,portable disinfecting wipes,EXACT
264827,1238,purell disinfecting wipes,EXACT
154859,1238,safe cleaning products,BROAD
62013,1238,safe cleaning products,EXACT
61297,1238,safe cleaning products,PHRASE
68325,1238,safe disinfecting wipes,BROAD
250894,1238,safe disinfecting wipes,EXACT
270445,1238,sanitizing hand wipes biodegradable,EXACT
250912,1238,seventh generation disinfecting multi-surface wipes,EXACT
212209,1238,sex toy cleaner organic,EXACT
61985,1238,surface disinfectant wipes,BROAD
69444,1238,surface disinfectant wipes,EXACT
68180,1238,surface disinfectant wipes,PHRASE
185640,1238,toilet disinfecting wipes,BROAD
115770,1238,toilet disinfecting wipes,EXACT
259504,1238,travel disinfectant wipes individual,EXACT
208222,1238,travel disinfecting wipes,BROAD
62017,1238,travel disinfecting wipes,EXACT
68182,1238,travel disinfecting wipes,PHRASE
185658,1238,travel organic antibacterial wipes,BROAD
155263,1238,travel sanitizing wipes baby,BROAD
204447,1238,unscented disinfecting wipes,EXACT
95910,1238,vegan cleaning wipes,BROAD
207950,1238,vegan disinfecting wipes,BROAD
231156,1238,vegan disinfecting wipes,EXACT
298650,1238,vegan household items,BROAD
231150,1238,vegan household items,EXACT
201177,1238,vegan wipes,BROAD
275575,1238,vegan wipes,EXACT
213752,1238,vegan wipes,PHRASE
61364,1238,wipes antibacterial natural,BROAD
62053,1238,wipes baby hands,BROAD
61962,1238,wipes compostable,BROAD
203754,1238,wipes disinfecting,BROAD
62128,1238,wipes disinfecting,EXACT
62150,1238,wipes disinfecting,PHRASE
135880,1238,wipes office,BROAD
63304,1239,clean and well hand sanitizer,PHRASE
62740,1239,clean hand sanitizer,BROAD
62723,1239,clean hand sanitizer,EXACT
63299,1239,clean hand sanitizer,PHRASE
70483,1239,clean well,BROAD
62772,1239,clean well,EXACT
63318,1239,clean well,PHRASE
78978,1239,clean well all natural hand,BROAD
63380,1239,clean well cleaning wipes,EXACT
62785,1239,clean well foam,EXACT
63331,1239,clean well foam,PHRASE
128137,1239,clean well foam hand sanitizer,PHRASE
146313,1239,clean well foaming,BROAD
62750,1239,clean well foaming,EXACT
63275,1239,clean well foaming,PHRASE
80161,1239,clean well foaming hand sanitizer,PHRASE
71317,1239,clean well foaming sanitizer,EXACT
78949,1239,clean well hand,BROAD
71336,1239,clean well hand,EXACT
63351,1239,clean well hand,PHRASE
62690,1239,clean well hand sanitizer,BROAD
62695,1239,clean well hand sanitizer,EXACT
136813,1239,clean well hand sanitizing,BROAD
62700,1239,clean well hand sanitizing,EXACT
101269,1239,clean well hand sanitizing,PHRASE
62779,1239,clean well hand sanitizing wipes,BROAD
70515,1239,clean well hand sanitizing wipes,EXACT
63303,1239,clean well hand spray,EXACT
70469,1239,clean well hand wipes,BROAD
63392,1239,clean well hand wipes,EXACT
80187,1239,clean well hand wipes,PHRASE
79048,1239,clean well natural foaming hand,EXACT
62712,1239,clean well natural hand sanitizer,BROAD
62751,1239,clean well natural hand sanitizer,EXACT
88017,1239,clean well orange,EXACT
63333,1239,clean well orange,PHRASE
147551,1239,clean well pump,EXACT
63354,1239,clean well pump,PHRASE
62759,1239,clean well sanitizer,EXACT
63346,1239,clean well sanitizer,PHRASE
79049,1239,clean well sanitizing wipes,BROAD
62725,1239,clean well sanitizing wipes,EXACT
88775,1239,clean well sanitizing wipes,PHRASE
156207,1239,clean well spray,BROAD
65552,1239,clean well spray,EXACT
80175,1239,clean well spray,PHRASE
177696,1239,clean well travel,EXACT
71369,1239,clean well travel,PHRASE
176918,1239,clean well wipes,BROAD
62745,1239,clean well wipes,EXACT
108216,1239,clean well wipes,PHRASE
62717,1239,cleanwell,EXACT
63355,1239,cleanwell,PHRASE
176907,1239,cleanwell botanical disinfecting wipes,BROAD
