id,campaign,date,impressions,impressions_previous_year,clics,click_previous_year,CtR,CpC,CpC_previous_year,spend,spend_previous_year,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_persntage,NtB_units,NtB_units_percentage,NtB_order_rate
1336,1240,10/26/19,12722,NULL,33,NULL,0.0026,1.14,NULL,37.62,NULL,0.8887,0,42.33,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1337,1226,10/26/19,247,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1338,1244,10/26/19,3706,NULL,9,NULL,0.0024,1.09,NULL,9.83,NULL,1.3845,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1339,1242,10/26/19,473,NULL,2,NULL,0.0042,8.08,NULL,16.15,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1340,1250,10/26/19,1136,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1341,1251,10/26/19,84,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1342,1229,10/26/19,312,NULL,2,NULL,0.0064,2,NULL,3.99,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1343,1234,10/26/19,1059,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1344,1223,10/27/19,286,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1345,1241,10/27/19,4817,NULL,4,NULL,0.0008,1.42,NULL,5.69,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1346,1238,10/27/19,12364,NULL,46,NULL,0.0037,2.22,NULL,102.3,NULL,0.8009,0,127.73,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1347,1250,10/27/19,2253,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1348,1239,10/27/19,505,NULL,9,NULL,0.0178,1.18,NULL,10.64,NULL,0.1622,0,65.62,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1349,1249,10/27/19,346,NULL,1,NULL,0.0029,1.25,NULL,1.25,NULL,0.1761,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1350,1244,10/27/19,4681,NULL,8,NULL,0.0017,1.21,NULL,9.66,NULL,1.3606,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1351,1245,10/27/19,207,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1352,1242,10/27/19,64,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1353,1251,10/27/19,405,NULL,1,NULL,0.0025,1.35,NULL,1.35,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1354,1226,10/27/19,715,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1355,1230,10/27/19,1432,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1356,1252,10/27/19,118,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1357,1233,10/27/19,1479,NULL,5,NULL,0.0034,1.06,NULL,5.3,NULL,0.7465,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1358,1236,10/27/19,4017,NULL,5,NULL,0.0012,1.49,NULL,7.47,NULL,0.9349,0,7.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,1248,10/27/19,5345,NULL,6,NULL,0.0011,1.6,NULL,9.57,NULL,0.491,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1360,1234,10/27/19,2212,NULL,2,NULL,0.0009,0.92,NULL,1.83,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1361,1237,10/27/19,399,NULL,9,NULL,0.0226,1.17,NULL,10.55,NULL,0.2234,0,47.23,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1362,1243,10/27/19,83,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1363,1232,10/27/19,2,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364,1235,10/27/19,236,NULL,2,NULL,0.0085,0.44,NULL,0.87,NULL,0.0917,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1365,1231,10/27/19,8966,NULL,16,NULL,0.0018,1.51,NULL,24.17,NULL,2.405,0,10.05,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1366,1240,10/27/19,14677,NULL,32,NULL,0.0022,1.09,NULL,34.86,NULL,0.5425,0,64.26,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1367,1229,10/27/19,608,NULL,1,NULL,0.0016,2,NULL,2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1368,1246,10/27/19,3,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1369,1235,10/28/19,1227,NULL,10,NULL,0.0082,1.28,NULL,12.82,NULL,0.2702,0,47.45,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1370,1233,10/28/19,1254,NULL,4,NULL,0.0032,1.47,NULL,5.86,NULL,0.261,0,22.45,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1371,1236,10/28/19,3059,NULL,2,NULL,0.0007,1.41,NULL,2.82,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1372,1237,10/28/19,420,NULL,6,NULL,0.0143,1.08,NULL,6.46,NULL,0.09,0,71.82,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1373,1243,10/28/19,122,NULL,2,NULL,0.0164,0.69,NULL,1.37,NULL,0.0727,0,18.84,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1374,1251,10/28/19,288,NULL,1,NULL,0.0035,0.49,NULL,0.49,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1375,1244,10/28/19,4244,NULL,14,NULL,0.0033,1.14,NULL,15.97,NULL,0.7498,0,21.3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376,1223,10/28/19,338,NULL,1,NULL,0.003,0.49,NULL,0.49,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377,1229,10/28/19,134,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1378,1231,10/28/19,9070,NULL,21,NULL,0.0023,1.54,NULL,32.38,NULL,2.2502,0,14.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379,1240,10/28/19,16914,NULL,25,NULL,0.0015,1.1,NULL,27.59,NULL,0.3397,0,81.22,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1380,1250,10/28/19,1139,NULL,1,NULL,0.0009,1.46,NULL,1.46,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1381,1234,10/28/19,1571,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1382,1249,10/28/19,415,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1383,1248,10/28/19,5139,NULL,18,NULL,0.0035,1.62,NULL,29.07,NULL,0.5555,0,52.33,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1384,1252,10/28/19,152,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1385,1226,10/28/19,423,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1386,1238,10/28/19,35598,NULL,80,NULL,0.0023,1.82,NULL,145.99,NULL,0.565,0,258.37,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1387,1241,10/28/19,2219,NULL,1,NULL,0.0005,1.31,NULL,1.31,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1388,1239,10/28/19,485,NULL,6,NULL,0.0124,1.26,NULL,7.57,NULL,0.0776,0,97.55,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1389,1230,10/28/19,1661,NULL,2,NULL,0.0012,0.46,NULL,0.92,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390,1246,10/29/19,64,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1391,1234,10/29/19,1317,NULL,1,NULL,0.0008,0.72,NULL,0.72,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1392,1230,10/29/19,1034,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1393,1231,10/29/19,9963,NULL,17,NULL,0.0017,1.41,NULL,24.04,NULL,1.0252,0,23.45,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1394,1251,10/29/19,416,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1395,1252,10/29/19,303,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1396,1248,10/29/19,5439,NULL,13,NULL,0.0024,1.38,NULL,18,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1397,1243,10/29/19,137,NULL,3,NULL,0.0219,0.58,NULL,1.73,NULL,0.0273,0,63.49,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,1236,10/29/19,3355,NULL,5,NULL,0.0015,1.24,NULL,6.21,NULL,0.3886,0,15.98,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1399,1232,10/29/19,26,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1400,1239,10/29/19,578,NULL,3,NULL,0.0052,1.27,NULL,3.82,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1401,1226,10/29/19,313,NULL,1,NULL,0.0032,1.33,NULL,1.33,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1402,1238,10/29/19,8740,NULL,15,NULL,0.0017,2.11,NULL,31.7,NULL,1.1935,0,26.56,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1403,1235,10/29/19,140,NULL,3,NULL,0.0214,1.46,NULL,4.39,NULL,0.0792,0,55.41,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1404,1237,10/29/19,493,NULL,9,NULL,0.0183,1.14,NULL,10.25,NULL,0.061,0,168.08,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1405,1233,10/29/19,1247,NULL,5,NULL,0.004,1.27,NULL,6.33,NULL,0.8916,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1406,1223,10/29/19,298,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1407,1250,10/29/19,1321,NULL,2,NULL,0.0015,2.18,NULL,4.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1408,1240,10/29/19,17395,NULL,32,NULL,0.0018,1.05,NULL,33.47,NULL,0.4773,0,70.12,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1409,1229,10/29/19,113,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1410,1242,10/29/19,1014,NULL,3,NULL,0.003,2.13,NULL,6.38,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1411,1249,10/29/19,371,NULL,4,NULL,0.0108,1.37,NULL,5.49,NULL,0.2853,0,19.24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1412,1244,10/29/19,4386,NULL,14,NULL,0.0032,0.98,NULL,13.78,NULL,1.9409,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1413,1241,10/29/19,2518,NULL,2,NULL,0.0008,0.94,NULL,1.87,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1414,1245,10/29/19,5324,NULL,9,NULL,0.0017,1.25,NULL,11.29,NULL,0.5515,0,20.47,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1415,1232,10/30/19,44,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1416,1243,10/30/19,98,NULL,5,NULL,0.051,0.54,NULL,2.71,NULL,0.0274,0,98.93,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1417,1246,10/30/19,73,NULL,1,NULL,0.0137,0.8,NULL,0.8,NULL,0.0183,0,43.75,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1418,1237,10/30/19,690,NULL,2,NULL,0.0029,1.77,NULL,3.53,NULL,0.1811,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1419,1231,10/30/19,9226,NULL,14,NULL,0.0015,1.44,NULL,20.1,NULL,0.6586,0,30.52,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1420,1244,10/30/19,4341,NULL,8,NULL,0.0018,1.24,NULL,9.94,NULL,1.4,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1421,1250,10/30/19,1006,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1422,1242,10/30/19,1232,NULL,2,NULL,0.0016,6.64,NULL,13.27,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,1245,10/30/19,6553,NULL,8,NULL,0.0012,1.36,NULL,10.88,NULL,0.2658,0,40.94,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1424,1226,10/30/19,242,NULL,3,NULL,0.0124,1.12,NULL,3.37,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1425,1238,10/30/19,11574,NULL,38,NULL,0.0033,1.78,NULL,67.45,NULL,0.5093,0,132.44,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1426,1241,10/30/19,1785,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1427,1235,10/30/19,227,NULL,5,NULL,0.022,1.26,NULL,6.28,NULL,0.6618,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1428,1233,10/30/19,547,NULL,5,NULL,0.0091,1.21,NULL,6.05,NULL,0.1704,0,35.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1429,1236,10/30/19,2238,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1430,1230,10/30/19,2835,NULL,4,NULL,0.0014,0.46,NULL,1.84,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1431,1239,10/30/19,771,NULL,12,NULL,0.0156,0.96,NULL,11.48,NULL,0.2039,0,56.31,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1432,1248,10/30/19,4615,NULL,14,NULL,0.003,1.53,NULL,21.41,NULL,0.6319,0,33.88,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1433,1252,10/30/19,152,NULL,2,NULL,0.0132,0.61,NULL,1.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1434,1249,10/30/19,333,NULL,1,NULL,0.003,1.32,NULL,1.32,NULL,0.1859,0,7.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1435,1223,10/30/19,243,NULL,1,NULL,0.0041,0.15,NULL,0.15,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1436,1240,10/30/19,20499,NULL,28,NULL,0.0014,1.11,NULL,30.96,NULL,6.5317,0,4.74,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1437,1229,10/30/19,118,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1438,1234,10/30/19,931,NULL,1,NULL,0.0011,1.22,NULL,1.22,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1439,1251,10/30/19,518,NULL,1,NULL,0.0019,1.26,NULL,1.26,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1440,1234,10/31/19,701,NULL,1,NULL,0.0014,0.34,NULL,0.34,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1441,1226,10/31/19,224,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1442,1238,10/31/19,13826,NULL,43,NULL,0.0031,2.15,NULL,92.66,NULL,0.8275,0,111.97,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1443,1249,10/31/19,108,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1444,1245,10/31/19,6865,NULL,13,NULL,0.0019,1.23,NULL,16.01,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1445,1246,10/31/19,144,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1446,1251,10/31/19,161,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1447,1250,10/31/19,701,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1448,1242,10/31/19,1191,NULL,1,NULL,0.0008,1.64,NULL,1.64,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1449,1240,10/31/19,16642,NULL,30,NULL,0.0018,1.02,NULL,30.53,NULL,0.2618,0,116.63,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1450,1223,10/31/19,173,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1451,1229,10/31/19,13,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1452,1244,10/31/19,1290,NULL,4,NULL,0.0031,1.24,NULL,4.94,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1453,1231,10/31/19,6946,NULL,11,NULL,0.0016,1.53,NULL,16.86,NULL,0.9504,0,17.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1454,1232,10/31/19,27,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1455,1243,10/31/19,118,NULL,3,NULL,0.0254,0.99,NULL,2.97,NULL,0.1049,0,28.31,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1456,1236,10/31/19,1648,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1457,1235,10/31/19,263,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1458,1233,10/31/19,329,NULL,2,NULL,0.0061,0.89,NULL,1.78,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1459,1230,10/31/19,2141,NULL,1,NULL,0.0005,0.5,NULL,0.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1460,1239,10/31/19,651,NULL,3,NULL,0.0046,1.24,NULL,3.71,NULL,0.3909,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1461,1241,10/31/19,1521,NULL,1,NULL,0.0007,2,NULL,2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1462,1237,10/31/19,494,NULL,4,NULL,0.0081,0.91,NULL,3.64,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1463,1248,10/31/19,3850,NULL,10,NULL,0.0026,1.92,NULL,19.19,NULL,0.369,0,52,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1464,1252,10/31/19,126,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1465,1243,11/1/19,41,NULL,2,NULL,0.0488,1,NULL,2,NULL,0.0531,0,37.68,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1466,1239,11/1/19,277,NULL,9,NULL,0.0325,1.01,NULL,9.1,NULL,0.0791,0,115.05,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1467,1230,11/1/19,775,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1468,1252,11/1/19,72,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1469,1248,11/1/19,2417,NULL,12,NULL,0.005,1.81,NULL,21.66,NULL,1.1125,0,19.47,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1470,1240,11/1/19,11299,NULL,23,NULL,0.002,1.39,NULL,32.01,NULL,1.3299,0,24.07,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1471,1223,11/1/19,133,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1472,1231,11/1/19,5074,NULL,8,NULL,0.0016,0.94,NULL,7.54,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1473,1234,11/1/19,656,NULL,1,NULL,0.0015,0.18,NULL,0.18,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1474,1241,11/1/19,1167,NULL,1,NULL,0.0009,1.95,NULL,1.95,NULL,0.2441,0,7.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1475,1237,11/1/19,261,NULL,5,NULL,0.0192,0.38,NULL,1.89,NULL,0.0485,0,38.94,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1476,1242,11/1/19,885,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1477,1238,11/1/19,8251,NULL,33,NULL,0.004,2.06,NULL,67.96,NULL,0.9426,0,72.1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1478,1226,11/1/19,172,NULL,1,NULL,0.0058,1.33,NULL,1.33,NULL,0.0409,0,32.51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1479,1232,11/1/19,33,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1480,1250,11/1/19,551,NULL,1,NULL,0.0018,3.32,NULL,3.32,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1481,1251,11/1/19,106,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1482,1246,11/1/19,88,NULL,2,NULL,0.0227,0.5,NULL,1,NULL,0.0225,0,44.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1483,1236,11/1/19,1294,NULL,3,NULL,0.0023,1.53,NULL,4.59,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
