id,placement,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_percentage,NtB_units,NtB_units_persentage,NtB_order_rate
2583,31071,8/21/19,942,1,NULL,0.36,0.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2584,31071,8/22/19,1054,1,NULL,0.48,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2585,31071,8/23/19,1609,2,NULL,1.23,2.45,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2586,31071,8/24/19,1736,3,NULL,1.35,4.06,0.174249,0.0574,23.3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2587,31077,8/18/19,222,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2588,31077,8/19/19,381,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2589,31077,8/20/19,158,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2590,31077,8/21/19,86,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2591,31077,8/22/19,107,1,NULL,1.13,1.13,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2592,31077,8/23/19,267,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2593,31077,8/24/19,273,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2594,31083,8/18/19,4123,3,NULL,1.3,3.91,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2595,31083,8/19/19,1807,2,NULL,1.36,2.71,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2596,31083,8/20/19,2246,3,NULL,1.72,5.17,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2597,31083,8/21/19,2643,5,NULL,1.25,6.26,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2598,31083,8/22/19,2716,2,NULL,0.87,1.73,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2599,31083,8/23/19,3566,3,NULL,0.73,2.2,0.122426,0.0817,17.97,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2600,31083,8/24/19,4094,2,NULL,0.94,1.87,0.059974,0.1667,31.18,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2601,31090,8/18/19,454,1,NULL,2.6,2.6,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2602,31090,8/19/19,631,3,NULL,1.8,5.39,0.350227,0.0286,15.39,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2603,31090,8/20/19,412,1,NULL,0.73,0.73,0.055303,0.1808,13.2,2,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2604,31090,8/21/19,374,2,NULL,2.06,4.11,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2605,31090,8/22/19,500,2,NULL,1.5,3,0.116595,0.0858,25.73,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2606,31090,8/23/19,341,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2607,31090,8/24/19,481,2,NULL,2.16,4.32,0.196811,0.0508,21.95,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2608,31096,8/18/19,4145,11,NULL,1.59,17.5,0.652742,0.0153,26.81,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2609,31096,8/19/19,4888,4,NULL,1.63,6.51,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2610,31096,8/20/19,3124,7,NULL,1.73,12.08,0.206779,0.0484,58.42,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2611,31096,8/21/19,2619,3,NULL,2.02,6.05,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2612,31096,8/22/19,2365,2,NULL,1.93,3.85,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2613,31096,8/23/19,1829,2,NULL,1.05,2.1,0.067351,0.1485,31.18,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2614,31096,8/24/19,2132,2,NULL,0.91,1.82,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2615,31103,8/18/19,422,1,NULL,1.2,1.2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2616,31103,8/19/19,538,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2617,31103,8/20/19,294,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2618,31103,8/21/19,257,2,NULL,1.48,2.95,0.077713,0.1287,37.96,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2619,31103,8/22/19,499,1,NULL,1.21,1.21,0.059169,0.169,20.45,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2620,31103,8/23/19,277,1,NULL,5.54,5.54,0.177678,0.0563,31.18,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2621,31103,8/24/19,283,1,NULL,1.94,1.94,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2622,31110,8/18/19,379,1,NULL,1.33,1.33,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2623,31110,8/19/19,391,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2624,31110,8/20/19,415,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2625,31110,8/21/19,201,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2626,31110,8/22/19,268,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2627,31110,8/23/19,456,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2628,31110,8/24/19,366,1,NULL,1.33,1.33,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2629,31116,8/18/19,317,2,NULL,0.93,1.86,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2630,31116,8/19/19,385,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2631,31116,8/20/19,428,1,NULL,1.44,1.44,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2632,31116,8/21/19,253,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2633,31116,8/22/19,274,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2634,31116,8/23/19,179,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2635,31116,8/24/19,266,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2636,31122,8/18/19,4038,20,NULL,1,19.93,0.358196,0.0279,55.64,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2637,31122,8/19/19,4928,16,NULL,0.94,14.99,0.260333,0.0384,57.58,7,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2638,31122,8/20/19,3489,10,NULL,0.92,9.23,0.16444,0.0608,56.13,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2639,31122,8/21/19,3180,12,NULL,0.91,10.97,0.376846,0.0265,29.11,5,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2640,31122,8/22/19,2945,11,NULL,0.9,9.88,0.233019,0.0429,42.4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2641,31122,8/23/19,2721,12,NULL,1,11.96,2.26515,0.0044,5.28,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2642,31122,8/24/19,2646,8,NULL,0.86,6.88,0.101971,0.0981,67.47,5,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2643,31130,8/18/19,19,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2644,31130,8/19/19,14,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2645,31130,8/20/19,13,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2646,31130,8/21/19,9,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2647,31130,8/22/19,11,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2648,31130,8/23/19,15,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2649,31130,8/24/19,6,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2650,31135,8/18/19,77,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2651,31135,8/19/19,92,1,NULL,2.57,2.57,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2652,31135,8/20/19,70,1,NULL,1.95,1.95,0.68662,0.0146,2.84,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2653,31135,8/21/19,126,3,NULL,1.78,5.35,0.563751,0.0177,9.49,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2654,31135,8/22/19,16,1,NULL,2.53,2.53,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2655,31135,8/23/19,114,1,NULL,2.55,2.55,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2656,31135,8/24/19,107,1,NULL,1.51,1.51,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2657,31524,8/18/19,167,2,NULL,1.27,2.54,0.363376,0.0275,6.99,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2658,31524,8/19/19,187,1,NULL,1.5,1.5,0.158061,0.0633,9.49,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2659,31524,8/20/19,269,1,NULL,1.28,1.28,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2660,31524,8/21/19,19,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2661,31525,8/18/19,164,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2662,31525,8/19/19,201,1,NULL,1.41,1.41,0.072868,0.1372,19.35,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663,31525,8/20/19,202,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664,31525,8/21/19,14,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2665,31142,8/18/19,11,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2666,31142,8/19/19,7,1,NULL,1.05,1.05,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2667,31142,8/20/19,12,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2668,31142,8/21/19,13,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2669,31142,8/22/19,10,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2670,31142,8/23/19,9,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2671,31142,8/24/19,6,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2672,31145,8/18/19,1268,4,NULL,1.36,5.45,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2673,31145,8/19/19,1085,5,NULL,1.08,5.4,0.587595,0.017,9.19,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2674,31145,8/20/19,1299,4,NULL,1.23,4.9,1.6388,0.0061,2.99,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2675,31145,8/21/19,752,2,NULL,1.16,2.32,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2676,31145,8/22/19,809,2,NULL,1.3,2.59,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2677,31145,8/23/19,563,2,NULL,1.1,2.19,0.274093,0.0365,7.99,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2678,31145,8/24/19,697,3,NULL,1.48,4.45,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2679,31155,8/18/19,38,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2680,31155,8/19/19,49,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2681,31155,8/20/19,42,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2682,31155,8/21/19,41,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2683,31155,8/22/19,53,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2684,31155,8/23/19,35,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2685,31155,8/24/19,24,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2686,31160,8/18/19,323,2,NULL,1.61,3.22,0.261789,0.0382,12.3,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2687,31160,8/19/19,307,2,NULL,1.25,2.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2688,31160,8/20/19,343,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2689,31160,8/21/19,198,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2690,31160,8/22/19,96,3,NULL,1.11,3.34,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2691,31160,8/23/19,188,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2692,31160,8/24/19,207,1,NULL,1.88,1.88,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2693,31165,8/18/19,104,2,NULL,1.68,3.36,0.591549,0.0169,5.68,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2694,31165,8/19/19,105,4,NULL,1.09,4.36,0.074213,0.1347,58.75,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2695,31165,8/20/19,94,1,NULL,2.83,2.83,0.298209,0.0335,9.49,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2696,31165,8/21/19,89,4,NULL,0.36,1.43,0.115977,0.0862,12.33,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2697,31165,8/22/19,107,2,NULL,1.52,3.03,1.0669,0.0094,2.84,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2698,31165,8/23/19,101,2,NULL,1.6,3.2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2699,31165,8/24/19,91,2,NULL,0.97,1.93,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2700,31565,8/18/19,88,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2701,31565,8/19/19,101,1,NULL,0.93,0.93,0.135965,0.0735,6.84,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2702,31565,8/20/19,125,1,NULL,1.24,1.24,0.032657,0.3062,37.97,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2703,31565,8/21/19,10,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2704,31170,8/18/19,24,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2705,31170,8/19/19,24,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2706,31170,8/20/19,15,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2707,31170,8/21/19,17,1,NULL,0.21,0.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2708,31170,8/22/19,18,1,NULL,0.6,0.6,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2709,31170,8/23/19,17,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2710,31170,8/24/19,10,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2711,31175,8/18/19,519,3,NULL,0.74,2.21,0.096296,0.1038,22.95,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2712,31175,8/19/19,539,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2713,31175,8/20/19,42,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2714,31178,8/18/19,25,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2715,31178,8/19/19,35,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2716,31178,8/20/19,2,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2717,31181,8/18/19,18,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2718,31181,8/19/19,19,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2719,31181,8/20/19,2,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2720,31184,8/18/19,96,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2721,31184,8/19/19,108,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2722,31184,8/20/19,100,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2723,31184,8/21/19,91,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2724,31184,8/22/19,79,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2725,31184,8/23/19,95,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2726,31184,8/24/19,71,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2727,31189,8/18/19,1162,5,NULL,1.53,7.66,0.333769,0.03,22.95,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2728,31189,8/19/19,1977,5,NULL,1.4,7.01,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2729,31189,8/20/19,102,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2730,31606,8/18/19,1642,10,NULL,0.94,9.41,0.853902,0.0117,11.02,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2731,31606,8/19/19,1991,16,NULL,0.88,14.13,0.2826,0.0354,50,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2732,31606,8/20/19,1985,15,NULL,0.8,11.97,1.26133,0.0079,9.49,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2733,31606,8/21/19,272,3,NULL,0.7,2.11,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2734,31606,8/23/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2735,31192,8/18/19,1503,1,NULL,0.56,0.56,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2736,31192,8/19/19,1767,1,NULL,0.58,0.58,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2737,31192,8/20/19,1267,3,NULL,1.16,3.47,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2738,31192,8/21/19,1350,1,NULL,0.77,0.77,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2739,31192,8/22/19,1155,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2740,31192,8/23/19,1296,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2741,31192,8/24/19,1446,4,NULL,0.97,3.88,0.166524,0.0601,23.3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2742,31198,8/18/19,270,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2743,31198,8/19/19,284,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2744,31198,8/20/19,165,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2745,31198,8/21/19,232,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2746,31198,8/22/19,224,1,NULL,0.5,0.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2747,31198,8/23/19,209,1,NULL,1.64,1.64,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2748,31198,8/24/19,306,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2749,31203,8/18/19,2561,10,NULL,1.18,11.82,0.895455,0.0112,13.2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2750,31203,8/19/19,1184,8,NULL,1.44,11.48,2.17424,0.0046,5.28,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2751,31203,8/20/19,2642,5,NULL,0.97,4.86,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2752,31203,8/21/19,2575,8,NULL,0.92,7.39,0.358912,0.0279,20.59,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2753,31203,8/22/19,2237,8,NULL,1.06,8.45,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2754,31203,8/23/19,1937,7,NULL,1.16,8.12,1.53788,0.0065,5.28,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2755,31203,8/24/19,1819,6,NULL,0.98,5.85,2.21591,0.0045,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2756,31210,8/18/19,93,1,NULL,0.64,0.64,0.080808,0.1238,7.92,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2757,31210,8/19/19,76,4,NULL,0.65,2.6,0.180681,0.0553,14.39,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2758,31210,8/20/19,68,3,NULL,1.08,3.25,0.099571,0.1004,32.64,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2759,31210,8/21/19,62,1,NULL,1.44,1.44,0.545455,0.0183,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2760,31210,8/22/19,75,1,NULL,0.29,0.29,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
