id,placement,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_percentage,NtB_units,NtB_units_persentage,NtB_order_rate
1385,31216,7/28/19,2342,7,NULL,1.85,12.98,0.385278,0.026,33.69,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1386,31216,7/29/19,5074,14,NULL,1.16,16.23,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1387,31216,7/30/19,4286,19,NULL,1.04,19.81,0.123627,0.0809,160.24,4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1388,31216,7/31/19,1,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1389,31216,8/1/19,2689,4,NULL,1.44,5.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390,31216,8/2/19,2012,7,NULL,2.38,16.68,1.75764,0.0057,9.49,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1391,31216,8/3/19,1827,3,NULL,1.68,5.04,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1392,31223,7/28/19,45,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1393,31223,7/29/19,33,1,NULL,2.42,2.42,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1394,31223,7/30/19,18,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1395,31223,8/1/19,31,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1396,31223,8/2/19,28,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1397,31223,8/3/19,50,1,NULL,3.66,3.66,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,31229,7/28/19,282,2,NULL,0.84,1.67,0.632576,0.0158,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1399,31229,7/29/19,387,3,NULL,0.36,1.09,0.206439,0.0484,5.28,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1400,31229,7/30/19,247,1,NULL,1.36,1.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1401,31229,8/1/19,321,1,NULL,0.42,0.42,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1402,31229,8/2/19,254,1,NULL,0.33,0.33,0.125,0.08,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1403,31229,8/3/19,263,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1404,31235,7/28/19,293,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1405,31235,7/29/19,416,1,NULL,0.42,0.42,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1406,31235,7/30/19,240,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1407,31235,8/1/19,285,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1408,31235,8/2/19,236,1,NULL,0.32,0.32,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1409,31235,8/3/19,229,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1410,31241,7/28/19,466,13,NULL,1.78,23.17,1.33084,0.0075,17.41,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1411,31241,7/29/19,72,1,NULL,0.58,0.58,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1412,31241,8/1/19,743,13,NULL,1.6,20.85,0.698492,0.0143,29.85,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1413,31241,8/2/19,322,11,NULL,1.53,16.81,6.36742,0.0016,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1414,31241,8/3/19,328,5,NULL,1.34,6.72,0.938547,0.0107,7.16,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1415,31246,7/29/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1416,31247,7/28/19,56,3,NULL,1.58,4.73,0.130627,0.0766,36.21,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1417,31247,7/29/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1418,31247,8/1/19,277,8,NULL,2.69,21.49,1.1492,0.0087,18.7,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1419,31247,8/2/19,927,11,NULL,3.07,33.79,0.890148,0.0112,37.96,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1420,31247,8/3/19,246,13,NULL,2.45,31.81,1.19767,0.0083,26.56,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1421,31252,8/3/19,4,1,NULL,1.12,1.12,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1422,31253,7/28/19,15,1,NULL,1.55,1.55,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,31253,7/29/19,3,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1424,31253,8/1/19,18,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1425,31253,8/2/19,18,2,NULL,1.8,3.59,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1426,31253,8/3/19,13,1,NULL,1.43,1.43,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1427,31258,7/28/19,21,1,NULL,0.62,0.62,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1428,31258,7/29/19,1,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1429,31258,8/1/19,9,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1430,31258,8/2/19,9,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1431,31258,8/3/19,13,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1432,31263,7/28/19,2,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1433,31263,8/2/19,2,1,NULL,0.76,0.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1434,31265,8/1/19,3,1,NULL,1.19,1.19,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1435,31265,8/2/19,2,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1436,31265,8/3/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1437,31268,7/28/19,3,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1438,31268,8/1/19,9,1,NULL,0.37,0.37,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1439,31268,8/2/19,17,2,NULL,0.4,0.79,0.020811,0.4805,37.96,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1440,31268,8/3/19,32,6,NULL,0.9,5.39,0.105191,0.0951,51.24,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1441,31272,7/28/19,13,1,NULL,0.66,0.66,0.013142,0.7609,50.22,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1442,31272,7/30/19,8,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1443,31272,8/1/19,10,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1444,31272,8/2/19,15,1,NULL,0.8,0.8,0.035987,0.2779,22.23,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1445,31272,8/3/19,13,4,NULL,0.4,1.58,0.023586,0.424,66.99,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1446,31277,8/1/19,28,1,NULL,1.15,1.15,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1447,31277,8/2/19,36,3,NULL,0.59,1.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1448,31277,8/3/19,51,2,NULL,0.48,0.96,0.038431,0.2602,24.98,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1449,31280,8/1/19,7,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1450,31280,8/2/19,7,1,NULL,0.37,0.37,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1451,31280,8/3/19,5,2,NULL,1.26,2.52,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1452,31283,7/28/19,1,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1453,31283,7/30/19,1,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1454,31283,8/1/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1455,31283,8/2/19,3,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1456,31283,8/3/19,3,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1457,31288,8/1/19,192,5,NULL,1.57,7.85,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1458,31288,8/2/19,200,3,NULL,1.54,4.61,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1459,31288,8/3/19,182,1,NULL,1.32,1.32,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1460,31291,7/28/19,874,5,NULL,1.22,6.1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1461,31291,7/30/19,744,7,NULL,1.43,9.98,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1462,31291,8/1/19,477,2,NULL,1.64,3.28,0.20197,0.0495,16.24,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1463,31291,8/2/19,442,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1464,31291,8/3/19,479,2,NULL,1.84,3.68,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1465,31296,7/28/19,14,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1466,31296,7/30/19,14,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1467,31296,8/1/19,59,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1468,31296,8/2/19,41,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1469,31296,8/3/19,21,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1470,31301,7/28/19,244,8,NULL,1.61,12.86,2.43561,0.0041,5.28,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1471,31301,7/29/19,528,13,NULL,1.28,16.6,1.57197,0.0064,10.56,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1472,31301,7/30/19,563,15,NULL,1.36,20.43,1.35477,0.0074,15.08,4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1473,31301,8/1/19,375,14,NULL,1.48,20.75,0.892473,0.0112,23.25,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1474,31301,8/2/19,276,6,NULL,1.5,9.01,2.51676,0.004,3.58,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1475,31301,8/3/19,274,15,NULL,1.75,26.22,1.14,0.0088,23,4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1476,31307,7/28/19,67,5,NULL,2.34,11.69,0.541204,0.0185,21.6,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1477,31307,7/29/19,62,5,NULL,1.23,6.17,0.309584,0.0323,19.93,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1478,31307,7/30/19,46,1,NULL,1.39,1.39,0.526515,0.019,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1479,31307,8/1/19,45,3,NULL,1.57,4.72,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1480,31307,8/2/19,41,5,NULL,2.21,11.03,0.239262,0.0418,46.1,4,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1481,31307,8/3/19,29,0,NULL,NULL,0,0,NULL,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1482,31313,7/28/19,196,8,NULL,1.86,14.89,0.29774,0.0336,50.01,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1483,31313,7/29/19,557,11,NULL,1.68,18.53,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1484,31313,7/30/19,496,14,NULL,1.67,23.42,0.32564,0.0307,71.92,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1485,31313,8/1/19,357,7,NULL,1.83,12.84,0.177692,0.0563,72.26,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1486,31313,8/2/19,184,6,NULL,2.39,14.35,0.757256,0.0132,18.95,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1487,31313,8/3/19,200,10,NULL,2.5,24.98,0.255995,0.0391,97.58,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1488,31319,7/28/19,45,3,NULL,0.62,1.85,0.095905,0.1043,19.29,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1489,31319,7/29/19,55,9,NULL,0.83,7.44,0.027093,0.3691,274.61,3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1490,31319,7/30/19,38,1,NULL,2.33,2.33,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1491,31319,8/1/19,59,6,NULL,0.61,3.67,0.065653,0.1523,55.9,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1492,31319,8/2/19,51,1,NULL,0.91,0.91,0.048021,0.2082,18.95,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1493,31319,8/3/19,48,4,NULL,0.75,3,0.037365,0.2676,80.29,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1494,31325,7/28/19,12,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1495,31325,7/29/19,16,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1496,31325,7/30/19,5,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1497,31325,8/1/19,6,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1498,31325,8/2/19,13,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1499,31325,8/3/19,30,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1500,31331,7/28/19,22,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501,31331,7/29/19,40,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1502,31331,7/30/19,19,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503,31331,8/1/19,18,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1504,31331,8/2/19,15,1,NULL,0.51,0.51,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1505,31331,8/3/19,7,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1506,31000,8/4/19,6101,6,NULL,1.52,9.09,0.156562,0.0639,58.06,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1507,31000,8/5/19,4605,6,NULL,1.26,7.55,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,31000,8/6/19,7463,9,NULL,0.94,8.49,0.803977,0.0124,10.56,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1509,31000,8/7/19,7357,11,NULL,0.97,10.63,0.232757,0.043,45.67,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,31000,8/8/19,6543,9,NULL,1.33,11.97,4.53409,0.0022,2.64,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1511,31000,8/9/19,4876,3,NULL,0.71,2.13,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1512,31000,8/10/19,3120,3,NULL,0.98,2.94,0.821229,0.0122,3.58,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1513,31009,8/4/19,36,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,31009,8/5/19,26,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1515,31009,8/6/19,80,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1516,31009,8/7/19,185,1,NULL,1.36,1.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1517,31009,8/8/19,195,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1518,31009,8/9/19,34,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1519,31009,8/10/19,41,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1520,31014,8/4/19,3405,7,NULL,2.69,18.85,2.48681,0.004,7.58,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1521,31014,8/5/19,9215,5,NULL,2.06,10.3,0.542677,0.0184,18.98,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1522,31014,8/6/19,16927,9,NULL,2.78,24.99,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1523,31014,8/7/19,1392,2,NULL,2.07,4.13,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1524,31014,8/8/19,1654,3,NULL,2.75,8.25,0.289779,0.0345,28.47,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1525,31014,8/9/19,2013,1,NULL,3.95,3.95,0.521108,0.0192,7.58,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1526,31014,8/10/19,836,3,NULL,3.31,9.92,2.61741,0.0038,3.79,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1527,31358,8/9/19,7,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1528,31358,8/10/19,316,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1529,31360,8/9/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1530,31360,8/10/19,32,1,NULL,1.59,1.59,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1531,31018,8/4/19,21,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1532,31018,8/5/19,32,1,NULL,0.48,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1533,31018,8/6/19,44,1,NULL,0.5,0.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1534,31018,8/7/19,60,1,NULL,1.21,1.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1535,31018,8/8/19,81,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1536,31018,8/9/19,188,1,NULL,0.48,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1537,31018,8/10/19,80,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1538,31022,8/4/19,9057,12,NULL,1.68,20.17,0.481729,0.0208,41.87,3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1539,31022,8/5/19,8230,4,NULL,1.89,7.55,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1540,31022,8/6/19,5988,1,NULL,1.36,1.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1541,31022,8/7/19,5849,3,NULL,1.51,4.54,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1542,31022,8/8/19,2074,1,NULL,1.46,1.46,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1543,31022,8/9/19,1731,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1544,31022,8/10/19,1298,1,NULL,1.15,1.15,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1545,31028,8/4/19,3489,2,NULL,0.57,1.14,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1546,31028,8/5/19,2603,4,NULL,0.74,2.94,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1547,31028,8/6/19,6115,3,NULL,0.63,1.9,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1548,31028,8/7/19,3054,2,NULL,0.75,1.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1549,31034,8/4/19,30,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1550,31034,8/5/19,123,2,NULL,2.21,4.42,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1551,31034,8/6/19,108,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1552,31034,8/7/19,128,1,NULL,2.33,2.33,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1553,31034,8/8/19,119,1,NULL,2.26,2.26,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1554,31034,8/9/19,185,1,NULL,1.19,1.19,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555,31034,8/10/19,152,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1556,31039,8/4/19,771,1,NULL,2.39,2.39,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1557,31039,8/5/19,788,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1558,31039,8/6/19,803,1,NULL,1.81,1.81,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1559,31039,8/7/19,484,1,NULL,2.16,2.16,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1560,31039,8/8/19,864,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1561,31039,8/9/19,1406,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1562,31039,8/10/19,1401,1,NULL,1.84,1.84,0.263989,0.0379,6.97,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
